"Origin","lon","lat"
"2614",149.0525253,-35.2516136
"2615",149.0238401,-35.2087136
"2582",148.8289611,-34.9445333
"2913",149.1099161,-35.1783044
"2611",148.7831534,-35.4477412
"2620",149.0123679,-35.631888
"2905",149.1099161,-35.4366428
"2904",149.0984358,-35.4135536
"4223",153.4341362,-28.1700418
"2903",149.0898262,-35.3987152
"2630",149.1960526,-36.3150116
"4352",151.9470976,-27.4595003
"2902",149.0640013,-35.383968
"2607",149.0984358,-35.3639236
"2619",149.2017971,-35.3831348
"2900",149.0668705,-35.4170279
"2606",149.0898262,-35.3490795
"2914",149.1386215,-35.1615038
"2609",149.2190324,-35.2736652
"2906",149.0984358,-35.463155
"2444",152.8499952,-31.392698
"2604",149.1529768,-35.3321319
"2603",149.1328799,-35.3239832
"3141",144.9914761,-37.838568
"2605",149.0898262,-35.3341832
"2612",149.1414924,-35.2792021
"2621",149.4490642,-35.4176011
"4053",152.9853264,-27.3957404
"2600",149.1099161,-35.3075699
"2618",149.0353134,-35.1423355
"3084",145.0769045,-37.7436031
"2602",149.1328799,-35.2544049
"2099",151.2860306,-33.7500081
"2261",151.4318742,-33.3603327
"2263",151.5077645,-33.2504355
"2077",151.0995447,-33.6924088
"2156",150.9656452,-33.6530868
"2159",151.0704263,-33.5876386
"2126",151.0413133,-33.7287467
"2125",151.0296696,-33.7462388
"2763",150.8900145,-33.7206583
"2154",150.9947439,-33.7270691
"2158",151.0354914,-33.6914284
"4075",152.9823847,-27.5443032
"2157",151.0122058,-33.5420387
"2262",151.5428026,-33.2075583
"2259",151.3501856,-33.2059456
"2258",151.3501856,-33.3295763
"2264",151.4552213,-33.1186851
"2752",150.5936766,-33.9245658
"2570",150.6285091,-34.0252949
"2560",150.8144215,-34.2364674
"2572",150.5124332,-34.177879
"2155",150.9423702,-33.6880666
"2260",151.4377107,-33.4287117
"2250",151.1869325,-33.3502247
"2251",151.38519,-33.4721323
"2234",151.006385,-34.0161592
"2232",151.0646032,-34.0311029
"2340",151.0471355,-31.2814691
"2355",151.0937206,-30.7474594
"2345",150.8376769,-30.9158156
"2353",151.0704263,-30.9728211
"2830",148.6001005,-32.1754247
"2048",151.165081,-33.8920561
"2650",147.4174803,-35.283152
"2831",146.741207,-31.038393
"2821",148.0982046,-32.3212524
"2795",149.5642369,-33.5390607
"2571",150.6401218,-34.2011979
"2569",150.7040079,-34.1924773
"2574",150.6517354,-34.3767989
"2573",150.587872,-34.233219
"2575",150.3500838,-34.358075
"2171",150.8434913,-33.9333763
"2567",150.7562989,-34.048387
"2559",150.794076,-34.050553
"2478",153.5570056,-28.8529354
"2565",150.8493059,-33.9909712
"2541",150.5936766,-34.8772295
"2798",149.1271385,-33.4806818
"2800",149.0582632,-33.2792017
"2528",150.8551207,-34.5566631
"2064",151.1840188,-33.8086312
"2759",150.7853574,-33.8060826
"2760",150.7737333,-33.7520107
"2770",150.8086082,-33.7610185
"2767",150.8783824,-33.7585633
"2540",150.5976674,-35.1516626
"2535",150.6981989,-34.7533953
"2451",133.775136,-25.274398
"2880",141.6834275,-30.5512963
"2500",150.8783824,-34.4207112
"2517",150.9016476,-34.3454996
"2530",150.7446771,-34.5227686
"2519",150.8783824,-34.3902523
"2525",150.8434913,-34.4319396
"2516",150.904556,-34.3284699
"2526",150.7911697,-34.4132402
"2518",150.9016476,-34.3759776
"2170",150.9190988,-33.9477825
"2168",150.8783824,-33.9117729
"2177",150.8812903,-33.8946607
"2167",150.8929227,-33.9690916
"2166",150.9365521,-33.8961316
"2176",150.8783824,-33.8709405
"2536",150.0722053,-35.6491178
"2537",149.9334764,-35.8894726
"2325",151.1869325,-32.9380528
"2326",151.4552213,-32.787791
"2327",151.4844099,-32.8312613
"2335",151.3501856,-32.6270649
"2529",150.8551207,-34.5971935
"2527",150.7562989,-34.5764532
"2287",151.6654939,-32.9018298
"2289",151.7064109,-32.9481404
"2299",151.7034879,-32.9085765
"2290",151.712257,-32.9754667
"2282",151.6479611,-32.9648241
"2303",151.7502614,-32.9252332
"2291",151.744414,-32.9497012
"2421",151.5369624,-32.5902258
"2280",151.6713386,-33.0223311
"2305",151.7064109,-32.9274242
"2295",151.7999723,-32.8674273
"2285",151.6216653,-32.924698
"2320",151.5369624,-32.7147232
"2283",151.5953736,-33.050132
"2281",151.6362736,-33.1170985
"2292",151.7341816,-32.9225853
"2323",151.4902483,-32.9103365
"2300",151.7795013,-32.9272155
"2304",151.7356433,-32.877603
"2322",151.6654939,-32.8189255
"2309",133.775136,-25.274398
"2298",151.7210265,-32.9025199
"2204",151.1548847,-33.9086291
"2041",151.1781916,-33.8583166
"2046",151.1315813,-33.8566687
"2135",151.0762495,-33.8808808
"2066",151.1694511,-33.8126017
"2191",151.0849848,-33.9061117
"2118",151.0413133,-33.7799114
"2035",151.2393885,-33.942927
"2032",151.2306446,-33.9279209
"2130",151.1359504,-33.8922971
"2036",151.2393885,-33.9735997
"2114",151.0849848,-33.8089747
"2136",151.0733379,-33.8929126
"2208",151.0995447,-33.9379361
"2016",133.775136,-25.274398
"2134",151.1024569,-33.8799121
"2121",151.0791612,-33.7716764
"2040",151.1548847,-33.8779521
"2145",150.9481887,-33.8173961
"2137",151.1024569,-33.8543494
"2138",151.0908086,-33.8462611
"2200",151.0296696,-33.9200458
"2023",133.775136,-25.274398
"2038",151.1723645,-33.8824062
"2010",133.775136,-25.274398
"2022",133.775136,-25.274398
"2021",133.775136,-25.274398
"2045",151.1374068,-33.8786088
"2028",151.2437606,-33.8788259
"2061",151.2146155,-33.8483957
"2031",151.2393885,-33.9122447
"2206",151.125756,-33.9267511
"2212",151.0151163,-33.9495044
"2193",151.1199309,-33.909932
"2069",151.195674,-33.7808794
"2162",151.006385,-33.883427
"2122",151.0966326,-33.7863691
"2207",151.1228434,-33.9541086
"2217",151.1374068,-33.9757081
"2216",151.1490585,-33.9531396
"2222",151.0849848,-33.9623045
"2205",151.1490585,-33.9378099
"2220",151.0995447,-33.9583688
"2761",150.8434913,-33.7393563
"2286",151.5720067,-32.8995067
"2440",152.5443612,-30.9630729
"2464",153.332874,-29.4843022
"2431",153.0500809,-30.9186021
"2420",151.7473377,-32.3296556
"2311",151.4668962,-32.2611927
"2321",151.4435474,-32.6916544
"2324",151.9111422,-32.6400424
"2425",152.0282394,-32.4809178
"2925",133.775136,-25.274398
"2278",151.548643,-32.9351373
"2333",150.7214362,-32.2415573
"2628",148.7831534,-36.5490119
"2627",148.4629997,-36.5726432
"2115",151.0616918,-33.8132521
"2631",149.3339956,-36.5504439
"2626",149.1501056,-35.8686568
"2777",150.6168974,-33.6858294
"2113",151.134494,-33.7934648
"2117",151.0296696,-33.7973906
"2116",151.0384023,-33.8124093
