postcode,metro,regional,remote,postcode_4digit,lon,lat
2401,0,1,0,2401,150.3500838,-29.5555212
2402,0,1,0,2402,150.4892292,-29.2936438
2403,0,1,0,2403,150.7214362,-29.6456255
2404,0,1,0,2404,150.6749653,-30.014234
2405,0,0,1,2405,149.5642369,-28.8981206
2406,0,0,1,2406,149.0408494,-28.9041572
2407,0,0.832,0.168,2407,Unknown,Unknown
2408,0,0.7291,0.2709,2408,150.4892292,-28.9549564
2409,0,1,0,2409,150.1184797,-28.696216
2410,0,0,1,2410,150.8144215,-28.9050811
2411,0,1,0,2411,150.3269061,-29.1063577
2415,0,1,0,2415,151.8643252,-32.2537173
2420,0,1,0,2420,151.7473377,-32.3296556
2421,1,0,0,2421,151.5369624,-32.5902258
2422,0,1,0,2422,151.7941232,-31.9652427
2423,0,1,0,2423,152.215754,-32.358861
2424,0,1,0,2424,152.0282394,-31.6440437
2425,0,1,0,2425,152.0282394,-32.4809178
2426,0,1,0,2426,152.5796026,-31.8260586
2427,0,1,0,2427,152.6501045,-31.8634637
2428,0,1,0,2428,152.4738975,-32.2735633
2429,0,1,0,2429,152.3095833,-31.7944775
2430,0,1,0,2430,152.4973826,-31.9225132
2431,0,1,0,2431,153.0500809,-30.9186021
2433,0,1,0,2433,Unknown,Unknown
2439,0,1,0,2439,152.6148504,-31.6342174
2440,0,1,0,2440,152.5443612,-30.9630729
2441,0,1,0,2441,152.8029443,-31.2127192
2442,0,1,0,2442,Unknown,Unknown
2443,0,1,0,2443,152.7088752,-31.7402243
2444,0,1,0,2444,152.8499952,-31.392698
2445,0,1,0,2445,152.8029443,-31.5931838
2446,0,1,0,2446,152.3565156,-31.4267124
2447,0,1,0,2447,152.8735247,-30.740808
2448,0,1,0,2448,152.9558991,-30.5997515
2449,0,1,0,2449,152.6853649,-30.6133236
2450,0,1,0,2450,152.9676695,-30.16526
2452,0,1,0,2452,153.0912986,-30.3581041
2453,0,1,0,2453,152.5913512,-30.2516968
2454,0,1,0,2454,152.8735247,-30.4855002
2455,0,1,0,2455,152.9794406,-30.5198264
2456,0,1,0,2456,153.1325243,-30.0520062
2457,0,1,0,2457,Unknown,Unknown
2460,0,1,0,2460,152.7323884,-29.6427683
2461,0,1,0,2461,NA,NA
2462,0,1,0,2462,153.1325243,-29.7093022
2463,0,1,0,2463,153.2739287,-29.6112567
2464,0,1,0,2464,153.332874,-29.4843022
2465,0,1,0,2465,153.244462,-29.4168813
2466,0,1,0,2466,153.3623524,-29.3884679
2468,0,1,0,2468,Unknown,Unknown
2469,0,1,0,2469,152.5443612,-28.9152316
2470,0,1,0,2470,152.9676695,-28.878424
2471,0,1,0,2471,153.2267838,-28.9987239
2472,0,1,0,2472,153.3210837,-29.1481762
2473,0,1,0,2473,153.4213208,-29.1102761
2474,0,1,0,2474,152.9205918,-28.4803132
2475,0,1,0,2475,152.4269361,-28.5241278
2476,0,1,0,2476,152.4269361,-28.3950477
2477,0,1,0,2477,153.4154233,-28.9094612
2478,0,1,0,2478,153.5570056,-28.8529354
2479,0,1,0,2479,153.5098019,-28.713311
2480,0,1,0,2480,153.250355,-28.7665066
2481,0,1,0,2481,153.568808,-28.6283277
2482,0,1,0,2482,153.4154233,-28.5204603
2483,0,1,0,2483,153.5098019,-28.4536389
2484,0,1,0,2484,153.3446649,-28.3541283
2485,1,0,0,2485,153.5157018,-28.178556
2486,0.9217,0.0783,0,2486,153.4744054,-28.2187657
2487,0.9522,0.0478,0,2487,153.5452038,-28.2768342
2488,0,1,0,2488,153.5393031,-28.3352184
2489,0,1,0,2489,153.5629067,-28.3834692
2490,0,1,0,2490,153.4685065,-28.2663062
2500,1,0,0,2500,150.8783824,-34.4207112
2502,1,0,0,2502,150.8754745,-34.4884509
2505,1,0,0,2505,150.8900145,-34.4744767
2506,1,0,0,2506,150.840584,-34.4793722
2508,1,0,0,2508,150.9307341,-34.2055707
2514,1,0,0,2514,Unknown,Unknown
2515,1,0,0,2515,150.933643,-34.295339
2516,1,0,0,2516,150.904556,-34.3284699
2517,1,0,0,2517,150.9016476,-34.3454996
2518,1,0,0,2518,150.9016476,-34.3759776
2519,1,0,0,2519,150.8783824,-34.3902523
2520,1,0,0,2520,Unknown,Unknown
2521,1,0,0,2521,Unknown,Unknown
2522,1,0,0,2522,150.8798363,-34.4045914
2525,1,0,0,2525,150.8434913,-34.4319396
2526,1,0,0,2526,150.7911697,-34.4132402
2527,1,0,0,2527,150.7562989,-34.5764532
2528,1,0,0,2528,150.8551207,-34.5566631
2529,0.9819,0.0181,0,2529,150.8551207,-34.5971935
2530,1,0,0,2530,150.7446771,-34.5227686
2532,1,0,0,2532,Unknown,Unknown
2533,1,0,0,2533,150.7795452,-34.6635132
2534,1,0,0,2534,150.7911697,-34.7373565
2535,1,0,0,2535,150.6981989,-34.7533953
2536,0,1,0,2536,150.0722053,-35.6491178
2537,0,1,0,2537,149.9334764,-35.8894726
2538,0,1,0,2538,150.2805623,-35.4461873
2539,0,1,0,2539,150.2342337,-35.3536829
2540,0,1,0,2540,150.5976674,-35.1516626
2541,0,1,0,2541,150.5936766,-34.8772295
2542,0,1,0,2542,Unknown,Unknown
2545,0,1,0,2545,149.7948904,-36.1284919
2546,0,1,0,2546,149.9797036,-36.2586281
2547,0,1,0,2547,Unknown,Unknown
2548,0,1,0,2548,149.8757147,-36.8301133
2549,0,1,0,2549,149.817978,-36.9804396
2550,0,0.9906,0.0094,2550,149.7487272,-36.6279305
2551,0,0.8999,0.1001,2551,149.7948904,-37.2277856
2555,1,0,0,2555,150.7504879,-33.8787051
2556,1,0,0,2556,150.7330562,-33.9404662
2557,1,0,0,2557,150.7737333,-33.9968842
2558,1,0,0,2558,150.8057017,-34.0331927
2559,1,0,0,2559,150.794076,-34.050553
2560,1,0,0,2560,150.8144215,-34.2364674
2563,1,0,0,2563,150.7504879,-34.1028697
2564,1,0,0,2564,150.8900145,-33.9963891
2565,1,0,0,2565,150.8493059,-33.9909712
2566,1,0,0,2566,150.8493059,-34.0317453
2567,1,0,0,2567,150.7562989,-34.048387
2568,1,0,0,2568,150.7098171,-34.1380681
2569,1,0,0,2569,150.7040079,-34.1924773
2570,1,0,0,2570,150.6285091,-34.0252949
2571,1,0,0,2571,150.6401218,-34.2011979
2572,1,0,0,2572,150.5124332,-34.177879
2573,1,0,0,2573,150.587872,-34.233219
2574,1,0,0,2574,150.6517354,-34.3767989
2575,0,1,0,2575,150.3500838,-34.358075
2576,0,1,0,2576,150.4660289,-34.5304441
2577,0,1,0,2577,150.4428323,-34.6253671
2578,0,1,0,2578,150.2921468,-34.6559402
2579,0,1,0,2579,150.1647697,-34.7125661
2580,0,1,0,2580,149.7487272,-34.7206289
2581,0,1,0,2581,149.3800105,-34.7796381
2582,0,1,0,2582,148.8289611,-34.9445333
2583,0,1,0,2583,149.3800105,-34.2977169
2584,0,1,0,2584,148.6687118,-34.6796688
2585,0,1,0,2585,148.5315297,-34.6006042
2586,0,1,0,2586,148.8289611,-34.4652711
2587,0,1,0,2587,148.3260629,-34.6013985
2588,0,1,0,2588,148.1209694,-34.522128
2590,0,1,0,2590,147.9617144,-34.6546705
2593,0,1,0,2593,Unknown,Unknown
2594,0,1,0,2594,148.0982046,-34.2563299
2600,1,0,0,2600,149.1099161,-35.3075699
2601,1,0,0,2601,149.1213974,-35.2809942
2602,1,0,0,2602,149.1328799,-35.2544049
2603,1,0,0,2603,149.1328799,-35.3239832
2604,1,0,0,2604,149.1529768,-35.3321319
2605,1,0,0,2605,149.0898262,-35.3341832
2606,1,0,0,2606,149.0898262,-35.3490795
2607,1,0,0,2607,149.0984358,-35.3639236
2608,1,0,0,2608,Unknown,Unknown
2609,1,0,0,2609,149.2190324,-35.2736652
2610,1,0,0,2610,149.147,-35.281
2611,0.9928,0.0072,0,2611,148.7831534,-35.4477412
2612,1,0,0,2612,149.1414924,-35.2792021
2613,1,0,0,2613,NA,NA
2614,1,0,0,2614,149.0525253,-35.2516136
2615,1,0,0,2615,149.0238401,-35.2087136
2616,1,0,0,2616,149.06822,-35.23934
2617,1,0,0,2617,149.092696,-35.228161
2618,0.7197,0.2803,0,2618,149.0353134,-35.1423355
2619,1,0,0,2619,149.2017971,-35.3831348
2620,0.8575,0.1425,0,2620,149.0123679,-35.631888
2621,0,1,0,2621,149.4490642,-35.4176011
2622,0,1,0,2622,149.7487272,-35.52059
2623,0,1,0,2623,149.4490642,-35.576588
2624,0,1,0,2624,148.4002165,-36.4030689
2625,0,1,0,2625,148.2975552,-36.499567
2626,0,1,0,2626,149.1501056,-35.8686568
2627,0,1,0,2627,148.4629997,-36.5726432
2628,0,1,0,2628,148.7831534,-36.5490119
2629,0,1,0,2629,148.7831534,-36.0002232
2630,0,1,0,2630,149.1960526,-36.3150116
2631,0,1,0,2631,149.3339956,-36.5504439
2632,0,1,0,2632,149.1960526,-36.9411375
2633,0,1,0,2633,Unknown,Unknown
2640,0,1,0,2640,147.259277,-35.9976838
2641,0,1,0,2641,146.9548653,-36.0303655
2642,0,1,0,2642,148.052689,-36.0220179
2643,0,1,0,2643,146.6289429,-35.9580119
2644,0,1,0,2644,147.4174803,-35.7533631
2645,0,1,0,2645,146.2482277,-35.3139098
2646,0,1,0,2646,146.2929381,-35.7553785
2647,0,1,0,2647,146.0472969,-35.9286597
2648,0,0.8515,0.1485,2648,142.1912307,-33.3707197
2649,0,1,0,2649,148.3032562,-35.8017999
2650,0,1,0,2650,147.4174803,-35.283152
2651,0,1,0,2651,147.4740404,-35.1526817
2652,0,0.9817,0.0183,2652,146.8311117,-34.6723667
2653,0,1,0,2653,148.052689,-35.7869336
2655,0,1,0,2655,147.1464245,-35.279554
2656,0,1,0,2656,146.786149,-35.2474643
2658,0,1,0,2658,146.9661233,-35.5374394
2659,0,1,0,2659,146.8760951,-35.7436011
2660,0,1,0,2660,147.0787735,-35.6696233
2661,0,1,0,2661,147.2931571,-35.1571982
2663,0,1,0,2663,147.6212403,-34.8118996
2665,0,1,0,2665,146.8311117,-34.3566955
2666,0,1,0,2666,147.5532762,-34.4152092
2668,0,1,0,2668,147.4174803,-34.0966466
2669,0,0.6046,0.3954,2669,146.6513853,-33.6678012
2671,0,1,0,2671,147.3722545,-33.8840393
2672,0,0,1,2672,146.2929381,-33.399431
2675,0,0,1,2675,145.6689636,-33.2853898
2678,0,1,0,2678,147.3581255,-35.0612323
2680,0,1,0,2680,145.9358581,-34.394413
2681,0,1,0,2681,146.1588712,-34.1102303
2700,0,1,0,2700,146.2929381,-34.9767465
2701,0,1,0,2701,147.2366964,-34.6770935
2702,0,1,0,2702,147.0336982,-34.7932199
2703,0,1,0,2703,146.3936145,-34.6260147
2705,0,1,0,2705,146.3376699,-34.4808824
2706,0,1,0,2706,145.8690603,-34.6280192
2707,0,1,0,2707,145.7578403,-34.8075597
2708,0,1,0,2708,Unknown,Unknown
2710,0,1,0,2710,144.9611836,-35.247342
2711,0,0.7372,0.2628,2711,144.4342138,-33.9871774
2712,0,1,0,2712,145.8023118,-35.7148531
2713,0,1,0,2713,145.5358152,-35.5514125
2714,0,1,0,2714,145.3585972,-35.7249968
2715,0,0.8307,0.1693,2715,143.2180495,-33.7309634
2716,0,1,0,2716,145.7133909,-35.1438001
2717,0,1,0,2717,142.0851258,-34.0796702
2720,0,1,0,2720,148.2804541,-35.4209913
2721,0,1,0,2721,147.6892483,-34.0173794
2722,0,1,0,2722,148.143739,-34.9459647
2725,0,1,0,2725,147.848103,-34.4822804
2726,0,1,0,2726,148.3032562,-34.7739342
2727,0,1,0,2727,148.4401655,-35.0518395
2729,0,1,0,2729,147.9617144,-35.2879839
2730,0,1,0,2730,148.0754444,-35.5382202
2731,0,1,0,2731,144.6533747,-35.874342
2732,0,1,0,2732,144.1283863,-35.4668501
2733,0,1,0,2733,144.1720041,-35.0600117
2734,0,1,0,2734,143.7803147,-35.1178199
2735,0,1,0,2735,143.4986586,-35.1540393
2736,0,1,0,2736,143.3690158,-34.9942345
2737,0,1,0,2737,142.9599661,-34.3341497
2738,0,1,0,2738,142.4891909,-34.2057057
2739,0,1,0,2739,142.1806128,-34.1427659
2740,1,0,0,2740,Unknown,Unknown
2745,0.7831,0.2169,0,2745,150.6517354,-33.8479652
2746,1,0,0,2746,Unknown,Unknown
2747,1,0,0,2747,150.7330562,-33.7568098
2748,1,0,0,2748,150.7330562,-33.818067
2749,0.9457,0.0543,0,2749,150.6865817,-33.7039148
2750,1,0,0,2750,150.6865817,-33.744767
2751,1,0,0,2751,Unknown,Unknown
2752,0,1,0,2752,150.5936766,-33.9245658
2753,0.5818,0.4182,0,2753,150.6981989,-33.6149421
2754,0.5909,0.4091,0,2754,150.7156265,-33.5631923
2755,1,0,0,2755,Unknown,Unknown
2756,0.6386,0.3614,0,2756,150.7214362,-33.3137032
2757,0,1,0,2757,150.7011034,-33.5517656
2758,0,1,0,2758,150.535641,-33.5114239
2759,0.9651,0.0349,0,2759,150.7853574,-33.8060826
2760,1,0,0,2760,150.7737333,-33.7520107
2761,1,0,0,2761,150.8434913,-33.7393563
2762,1,0,0,2762,150.8667511,-33.7044482
2763,1,0,0,2763,150.8900145,-33.7206583
2764,1,0,0,2764,NA,NA
2765,0.762,0.238,0,2765,150.8725666,-33.6496795
2766,1,0,0,2766,150.8493059,-33.8072744
2767,1,0,0,2767,150.8783824,-33.7585633
2768,1,0,0,2768,150.9278252,-33.7278158
2770,1,0,0,2770,150.8086082,-33.7610185
2773,1,0,0,2773,150.6227031,-33.7639036
2774,1,0,0,2774,150.6168974,-33.7266709
2775,0,1,0,2775,151.0005643,-33.3029838
2776,1,0,0,2776,150.5501477,-33.6863276
2777,1,0,0,2777,150.6168974,-33.6858294
2778,1,0,0,2778,150.4805286,-33.7344756
2779,1,0,0,2779,150.4573297,-33.7284065
2780,0,1,0,2780,150.3211123,-33.7054049
2781,0,1,0,2781,NA,NA
2782,0,1,0,2782,150.3790612,-33.7206345
2783,1,0,0,2783,150.4370338,-33.7256417
2784,1,0,0,2784,150.4167407,-33.7279709
2785,0,1,0,2785,150.2458144,-33.7110343
2786,0,1,0,2786,150.3211123,-33.5115869
2787,0,1,0,2787,149.9334764,-33.9632764
2790,0,1,0,2790,150.1647697,-33.495962
2791,0,1,0,2791,149.1271385,-33.6022084
2792,0,1,0,2792,148.9894267,-33.6046193
2793,0,1,0,2793,148.8747865,-33.794889
2794,0,1,0,2794,148.6001005,-33.8788824
2795,0,1,0,2795,149.5642369,-33.5390607
2796,0,1,0,2796,147.20528,-33.9235
2797,0,1,0,2797,148.9894267,-33.6854778
2798,0,1,0,2798,149.1271385,-33.4806818
2799,0,1,0,2799,149.265005,-33.5995926
2800,0,1,0,2800,149.0582632,-33.2792017
2803,0,1,0,2803,148.5315297,-34.120537
2804,0,1,0,2804,148.6001005,-33.5565485
2805,0,1,0,2805,148.4401655,-33.6525088
2806,0,1,0,2806,148.3260629,-33.3984728
2807,0,1,0,2807,148.577239,-34.0130993
2808,0,1,0,2808,148.9435575,-33.9954583
2809,0,1,0,2809,148.3945107,-34.0414059
2810,0,1,0,2810,148.0982046,-33.9363618
2812,0,1,0,2812,NA,NA
2820,0,1,0,2820,149.0123679,-32.5743502
2821,0,1,0,2821,148.0982046,-32.3212524
2823,0,1,0,2823,148.0982046,-31.8320618
2824,0,0.783,0.217,2824,147.825395,-31.3469752
2825,0,0,1,2825,147.1013188,-31.7929088
2826,0,1,0,2826,147.5985807,-31.8950912
2827,0,1,0,2827,148.6458369,-31.6552936
2828,0,0,1,2828,148.8289611,-31.2107509
2829,0,0,1,2829,148.4629997,-30.7820705
2830,0,1,0,2830,148.6001005,-32.1754247
2831,0,0,1,2831,146.741207,-31.038393
2832,0,0,1,2832,148.0982046,-30.0220265
2833,0,0,1,2833,148.5543821,-29.2282132
2834,0,0,1,2834,147.9617144,-29.2801652
2835,0,0,1,2835,145.1375834,-31.6862716
2836,0,0,1,2836,143.5635637,-31.0252202
2839,0,0,1,2839,146.741207,-29.4010291
2840,0,0,1,2840,144.4342138,-29.5392065
2842,0,1,0,2842,149.1501056,-31.7501864
2843,0,1,0,2843,149.7487272,-31.7845656
2844,0,1,0,2844,149.3339956,-32.0462102
2845,0,1,0,2845,150.0606392,-33.4174224
2846,0,1,0,2846,150.0722053,-33.1446203
2847,0,1,0,2847,149.9681453,-33.3520881
2848,0,1,0,2848,149.956588,-32.9298576
2849,0,1,0,2849,150.1184797,-32.7056049
2850,0,1,0,2850,149.5642369,-32.5593561
2852,0,1,0,2852,149.4260421,-32.3173317
2864,0,1,0,2864,148.6687118,-33.353549
2865,0,1,0,2865,148.6001005,-33.1521836
2866,0,1,0,2866,148.96649,-32.9287927
2867,0,1,0,2867,148.6915912,-32.9342431
2868,0,1,0,2868,148.6001005,-32.7462554
2869,0,1,0,2869,148.0982046,-32.6462279
2870,0,1,0,2870,148.2804541,-33.0218853
2871,0,1,0,2871,147.7346113,-33.5103372
2873,0,0,1,2873,147.1915504,-32.2241884
2874,0,0.5063,0.4937,2874,147.5985807,-32.6250881
2875,0,0.877,0.123,2875,147.5532762,-32.9751777
2876,0,1,0,2876,147.8708157,-33.1071907
2877,0,0.7729,0.2271,2877,146.382423,-32.8686201
2878,0,0,1,2878,144.4342138,-32.733105
2879,0,0,1,2879,142.8741407,-32.3693586
2880,0,0.9651,0.0349,2880,141.6834275,-30.5512963
2890,0,1,0,2890,Unknown,Unknown
2898,0,0,1,2898,159.0821211,-31.5553263
2899,0,0,1,2899,Unknown,Unknown
2900,1,0,0,2900,149.0668705,-35.4170279
2901,1,0,0,2901,149.1156566,-35.4928155
2902,1,0,0,2902,149.0640013,-35.383968
2903,1,0,0,2903,149.0898262,-35.3987152
2904,1,0,0,2904,149.0984358,-35.4135536
2905,1,0,0,2905,149.1099161,-35.4366428
2906,1,0,0,2906,149.0984358,-35.463155
2907,1,0,0,2907,NA,NA
2908,1,0,0,2908,Unknown,Unknown
2909,1,0,0,2909,Unknown,Unknown
2911,1,0,0,2911,149.1357507,-35.2129421
2912,1,0,0,2912,149.1357507,-35.188067
2913,1,0,0,2913,149.1099161,-35.1783044
2914,1,0,0,2914,149.1386215,-35.1615038
2915,1,0,0,2915,Unknown,Unknown
2917,1,0,0,2917,Unknown,Unknown
2918,1,0,0,2918,Unknown,Unknown
2960,1,0,0,2960,Unknown,Unknown
2965,1,0,0,2965,Unknown,Unknown
2999,0,0,1,2999,Unknown,Unknown
3000,1,0,0,3000,144.963937,-37.8152065
3001,1,0,0,3001,Unknown,Unknown
3002,1,0,0,3002,144.9804594,-37.8161444
3003,1,0,0,3003,144.9253974,-37.8114504
3004,1,0,0,3004,144.9804594,-37.8301583
3005,1,0,0,3005,144.9525797,-37.8227336
3006,1,0,0,3006,144.963937,-37.8245483
3008,1,0,0,3008,144.938,-37.817
3010,1,0,0,3010,144.9598069,-37.7962849
3011,1,0,0,3011,144.9006313,-37.7960195
3012,1,0,0,3012,144.8456217,-37.8146251
3013,1,0,0,3013,144.8813738,-37.819811
3015,1,0,0,3015,144.8786231,-37.8352097
3016,1,0,0,3016,144.8813738,-37.8571449
3018,1,0,0,3018,144.8126334,-37.859343
3019,1,0,0,3019,144.8566207,-37.7903679
3020,1,0,0,3020,144.823628,-37.7791149
3021,1,0,0,3021,144.8016402,-37.7435941
3022,1,0,0,3022,144.7988921,-37.7776716
3023,1,0,0,3023,144.7521888,-37.7687064
3024,0.9801,0.0199,0,3024,144.5875645,-37.8706337
3025,1,0,0,3025,144.8346241,-37.8388686
3026,1,0,0,3026,144.7796581,-37.8294185
3027,0,1,0,3027,144.7439497,-37.8614859
3028,1,0,0,3028,144.7796581,-37.8760399
3029,0.9609,0.0391,0,3029,144.7082568,-37.8282806
3030,0.9364,0.0636,0,3030,144.6753231,-37.938058
3031,1,0,0,3031,144.9198932,-37.790896
3032,1,0,0,3032,144.9006313,-37.7773364
3033,1,0,0,3033,144.8566207,-37.7343192
3034,1,0,0,3034,144.8648709,-37.7628247
3036,1,0,0,3036,144.8126334,-37.6912843
3037,1,0,0,3037,144.7521888,-37.6940036
3038,1,0,0,3038,144.7906484,-37.7024727
3039,1,0,0,3039,144.9198932,-37.7675363
3040,1,0,0,3040,144.9006313,-37.7493029
3041,1,0,0,3041,144.9006313,-37.7306079
3042,1,0,0,3042,144.8758725,-37.7245197
3043,1,0,0,3043,144.8786231,-37.7044206
3044,1,0,0,3044,144.9364069,-37.7310813
3045,1,0,0,3045,144.8401227,-37.6679317
3046,1,0,0,3046,144.9336544,-37.7044261
3047,1,0,0,3047,144.9336544,-37.6763574
3048,1,0,0,3048,144.9226452,-37.6539007
3049,1,0,0,3049,144.8896264,-37.6707522
3050,1,0,0,3050,144.9560212,-37.7987952
3051,1,0,0,3051,144.9419122,-37.7983816
3052,1,0,0,3052,144.9474178,-37.7862363
3053,1,0,0,3053,144.9694441,-37.798389
3054,1,0,0,3054,144.9694441,-37.7843702
3055,1,0,0,3055,144.9419122,-37.761
3056,1,0,0,3056,144.9584302,-37.7666099
3057,1,0,0,3057,144.9804594,-37.769412
3058,1,0,0,3058,144.9666905,-37.7343488
3059,1,0,0,3059,144.8841246,-37.6454887
3060,1,0,0,3060,144.9666905,-37.6969273
3061,1,0,0,3061,144.955677,-37.665113
3062,1,0,0,3062,144.944665,-37.6332889
3063,1,0,0,3063,144.8401227,-37.5930751
3064,0.9618,0.0382,0,3064,144.9391595,-37.5424079
3065,1,0,0,3065,144.9804594,-37.7974551
3066,1,0,0,3066,144.9873447,-37.8009595
3067,1,0,0,3067,144.9983623,-37.8023601
3068,1,0,0,3068,144.9887218,-37.7885749
3070,1,0,0,3070,144.9997396,-37.7736132
3071,1,0,0,3071,145.0080039,-37.7600493
3072,1,0,0,3072,145.0107588,-37.7399362
3073,1,0,0,3073,145.0107588,-37.7118644
3074,1,0,0,3074,145.0107588,-37.6837819
3075,1,0,0,3075,145.0107588,-37.6650543
3076,1,0,0,3076,145.016269,-37.6341341
3078,1,0,0,3078,145.0190242,-37.7824868
3079,1,0,0,3079,145.0438252,-37.7698427
3081,1,0,0,3081,145.0438252,-37.7417753
3082,1,0,0,3082,145.0658766,-37.6649616
3083,1,0,0,3083,145.0548502,-37.6987006
3084,1,0,0,3084,145.0769045,-37.7436031
3085,1,0,0,3085,145.0769045,-37.7248812
3086,1,0,0,3086,145.0465813,-37.72165
3087,1,0,0,3087,145.0851764,-37.7019248
3088,1,0,0,3088,145.1099967,-37.698595
3089,1,0,0,3089,145.1541397,-37.6666174
3090,1,0,0,3090,145.1099967,-37.670486
3091,1,0,0,3091,145.1320653,-37.6404295
3093,1,0,0,3093,145.112755,-37.7393287
3094,1,0,0,3094,145.1237889,-37.7196403
3095,1,0,0,3095,145.1706992,-37.7049998
3096,1,0,0,3096,145.1872619,-37.6683887
3097,0.6643,0.3357,0,3097,145.2369693,-37.6897828
3099,0.7211,0.2789,0,3099,145.2148736,-37.5885255
3100,1,0,0,3100,Unknown,Unknown
3101,1,0,0,3101,145.0328017,-37.803516
3102,1,0,0,3102,145.0548502,-37.7922797
3103,1,0,0,3103,145.0769045,-37.8090918
3104,1,0,0,3104,145.0879338,-37.7941151
3105,1,0,0,3105,145.0879338,-37.7660476
3106,1,0,0,3106,145.1486206,-37.7537669
3107,1,0,0,3107,145.1099967,-37.7641408
3108,1,0,0,3108,145.1210303,-37.7865824
3109,1,0,0,3109,145.1541397,-37.7883929
3110,1,0,0,3110,Unknown,Unknown
3111,1,0,0,3111,145.1872619,-37.7901921
3112,1,0,0,3112,Unknown,Unknown
3113,1,0,0,3113,145.2148736,-37.7386037
3114,1,0,0,3114,145.2148736,-37.7760752
3115,1,0,0,3115,145.2590707,-37.7347069
3116,1,0,0,3116,145.3088196,-37.7373267
3121,1,0,0,3121,144.9997396,-37.8203499
3122,1,0,0,3122,145.0328017,-37.8222114
3123,1,0,0,3123,145.0520938,-37.8310813
3124,1,0,0,3124,145.0658766,-37.8334095
3125,1,0,0,3125,145.1099967,-37.8483275
3126,1,0,0,3126,145.0741474,-37.8245223
3127,1,0,0,3127,145.0989646,-37.8259003
3128,1,0,0,3128,145.1210303,-37.8333543
3129,1,0,0,3129,145.1210303,-37.8052948
3130,1,0,0,3130,145.1541397,-37.8258214
3131,1,0,0,3131,145.1762197,-37.8239091
3132,1,0,0,3132,145.1983055,-37.8219905
3133,1,0,0,3133,145.1983055,-37.8500602
3134,1,0,0,3134,145.2424941,-37.7900435
3135,1,0,0,3135,145.2535448,-37.8218486
3136,1,0,0,3136,145.2811778,-37.7983502
3137,1,0,0,3137,145.3198788,-37.8253798
3138,1,0,0,3138,145.3309395,-37.7822365
3139,0.4066,0.5934,0,3139,145.5579927,-37.8251456
3140,1,0,0,3140,145.3475331,-37.7643547
3141,1,0,0,3141,144.9914761,-37.838568
3142,1,0,0,3142,145.0190242,-37.8432402
3143,1,0,0,3143,145.0190242,-37.857253
3144,1,0,0,3144,145.0355574,-37.8535148
3145,1,0,0,3145,145.0548502,-37.8763981
3146,1,0,0,3146,145.0548502,-37.8577136
3147,1,0,0,3147,145.0906914,-37.8675054
3148,1,0,0,3148,145.0989646,-37.8819831
3149,1,0,0,3149,145.1265477,-37.8772869
3150,1,0,0,3150,145.1706992,-37.8921876
3151,1,0,0,3151,145.1513801,-37.8552869
3152,1,0,0,3152,145.220397,-37.8668518
3153,1,0,0,3153,145.2756505,-37.8386354
3154,1,0,0,3154,145.3198788,-37.8534742
3155,1,0,0,3155,145.2867055,-37.8610682
3156,1,0,0,3156,145.3032906,-37.9368007
3158,1,0,0,3158,145.3309395,-37.9039829
3159,1,0,0,3159,145.3862638,-37.9225135
3160,1,0,0,3160,145.3475331,-37.932935
3161,1,0,0,3161,145.0190242,-37.8712631
3162,1,0,0,3162,145.0217795,-37.8932076
3163,1,0,0,3163,145.0548502,-37.8950779
3164,1,0,0,3164,Unknown,Unknown
3165,1,0,0,3165,145.0658766,-37.9174873
3166,1,0,0,3166,145.0989646,-37.9006677
3167,1,0,0,3167,145.0989646,-37.9193474
3168,1,0,0,3168,145.1320653,-37.9211962
3169,1,0,0,3169,145.1210303,-37.9454838
3170,1,0,0,3170,145.1762197,-37.9267579
3171,1,0,0,3171,145.1541397,-37.9473307
3172,1,0,0,3172,145.1320653,-37.9772192
3173,1,0,0,3173,145.1706992,-38.0042683
3174,1,0,0,3174,145.1762197,-37.9641212
3175,1,0,0,3175,145.2148736,-38.0191689
3176,1,0,0,3176,Unknown,Unknown
3177,1,0,0,3177,145.2424941,-37.9957951
3178,1,0,0,3178,145.2424941,-37.9210442
3179,1,0,0,3179,145.220397,-37.9042587
3180,1,0,0,3180,145.250782,-37.8887649
3181,1,0,0,3181,144.996985,-37.8544481
3182,1,0,0,3182,144.9777054,-37.8595773
3183,1,0,0,3183,144.9997396,-37.8670566
3184,1,0,0,3184,144.9859676,-37.878722
3185,1,0,0,3185,145.0080039,-37.8862009
3186,1,0,0,3186,144.9997396,-37.9044002
3187,1,0,0,3187,145.0190242,-37.9179439
3188,1,0,0,3188,145.0135139,-37.9394031
3189,1,0,0,3189,145.0576067,-37.9403568
3190,1,0,0,3190,145.0410692,-37.9487497
3191,1,0,0,3191,145.0135139,-37.9533967
3192,1,0,0,3192,145.0658766,-37.964155
3193,1,0,0,3193,145.0328017,-37.9809272
3194,1,0,0,3194,145.0741474,-37.9786189
3195,1,0,0,3195,145.1044805,-38.0005492
3196,1,0,0,3196,145.1210303,-38.048116
3197,1,0,0,3197,145.1431018,-38.0742262
3198,1,0,0,3198,145.1431018,-38.1021858
3199,1,0,0,3199,145.1486206,-38.1645944
3200,1,0,0,3200,145.162419,-38.1250223
3201,1,0,0,3201,145.1706992,-38.0975353
3202,1,0,0,3202,145.0879338,-37.9529597
3203,1,0,0,3203,Unknown,Unknown
