postcode,metro,regional,remote,postcode_4digit,lon,lat
3204,1,0,0,3204,145.0438252,-37.9193526
3205,1,0,0,3205,144.963937,-37.8338889
3206,1,0,0,3206,144.9584302,-37.8460268
3207,1,0,0,3207,144.9226452,-37.8315264
3208,1,0,0,3208,NA,NA
3211,0,1,0,3211,144.4561033,-37.9368044
3212,0.9195,0.0805,0,3212,144.4561033,-38.0110859
3213,1,0,0,3213,144.2811537,-37.9873525
3214,1,0,0,3214,144.3576473,-38.0788809
3215,1,0,0,3215,144.3357845,-38.1083132
3216,0.9792,0.0208,0,3216,144.3139277,-38.1747227
3217,1,0,0,3217,144.3248554,-38.2617284
3218,1,0,0,3218,144.2047333,-38.1180538
3219,1,0,0,3219,144.3849841,-38.176358
3220,1,0,0,3220,144.3521811,-38.155681
3221,0.3673,0.6327,0,3221,144.1501922,-38.1636337
3222,0,1,0,3222,144.5875645,-38.2049453
3223,0,1,0,3223,144.6753231,-38.1610488
3224,1,0,0,3224,144.4451578,-38.1833957
3225,0,1,0,3225,144.6643482,-38.2407088
3226,0,1,0,3226,144.5382417,-38.2573292
3227,0,1,0,3227,144.4232713,-38.2498059
3228,0,1,0,3228,144.2374759,-38.3419249
3230,0,1,0,3230,144.1501922,-38.3850062
3231,0,1,0,3231,144.0521131,-38.451657
3232,0,1,0,3232,143.9324048,-38.528668
3233,0,1,0,3233,143.6285244,-38.7494709
3235,0,1,0,3235,143.9324048,-38.455233
3236,0,1,0,3236,143.7043819,-38.5115754
3237,0,1,0,3237,143.4554195,-38.6505708
3238,0,1,0,3238,143.4122052,-38.7443167
3239,0,1,0,3239,143.4122052,-38.5619202
3240,0,1,0,3240,144.1283863,-38.2482932
3241,0,1,0,3241,143.9541563,-38.260588
3242,0,1,0,3242,143.8128803,-38.3300725
3243,0,1,0,3243,143.8020236,-38.4455968
3249,0,1,0,3249,143.4338092,-38.36853
3250,0,1,0,3250,143.5852111,-38.3313559
3251,0,1,0,3251,143.6718623,-38.1418099
3254,0,1,0,3254,143.5256956,-38.2962142
3256,0,1,0,3256,Unknown,Unknown
3257,0,1,0,3257,Unknown,Unknown
3260,0,1,0,3260,143.1319209,-38.1491105
3264,0,1,0,3264,142.8955875,-38.2273268
3265,0,1,0,3265,142.7455935,-38.2633053
3266,0,1,0,3266,143.1534436,-38.3948462
3267,0,1,0,3267,143.0781416,-38.467729
3268,0,1,0,3268,142.9385002,-38.4984954
3269,0,1,0,3269,143.1104044,-38.6344019
3270,0,1,0,3270,142.8793838,-38.5949819
3271,0,1,0,3271,143.0029169,-37.9185598
3272,0,1,0,3272,142.8312661,-38.002399
3273,0,1,0,3273,142.6814062,-37.9654484
3274,0,1,0,3274,142.5105224,-37.9386771
3275,0,1,0,3275,142.4625357,-38.2901504
3276,0,1,0,3276,142.4891909,-38.0951382
3277,0,1,0,3277,142.6814062,-38.4034955
3278,0,1,0,3278,142.6065939,-38.2755738
3279,0,1,0,3279,142.6279608,-38.1923617
3280,0,1,0,3280,142.4678659,-38.3603292
3281,0,1,0,3281,142.5532048,-38.2466034
3282,0,1,0,3282,142.3719834,-38.2971689
3283,0,1,0,3283,142.2337184,-38.2179522
3284,0,1,0,3284,142.2007574,-38.3689713
3285,0,1,0,3285,141.9822579,-38.2498873
3286,0,1,0,3286,141.9791849,-38.0490245
3287,0,1,0,3287,142.2974988,-38.0416972
3289,0,1,0,3289,142.318772,-37.8854097
3290,0,1,0,3290,Unknown,Unknown
3291,0,1,0,3291,Unknown,Unknown
3292,0,1,0,3292,141.1198886,-38.0625136
3293,0,1,0,3293,142.5745556,-37.7609742
3294,0,1,0,3294,142.318772,-37.6658132
3300,0,1,0,3300,142.0003599,-37.783845
3301,0,1,0,3301,141.8945505,-37.7255033
3302,0,1,0,3302,141.8100218,-37.8391588
3303,0,1,0,3303,141.5570726,-37.9603082
3304,0,1,0,3304,141.3889736,-37.9678788
3305,0,1,0,3305,141.4706543,-38.290126
3306,0,1,0,3306,Unknown,Unknown
3307,0,1,0,3307,Unknown,Unknown
3308,0,1,0,3308,Unknown,Unknown
3309,0,1,0,3309,141.5360368,-37.7888212
3310,0,1,0,3310,Unknown,Unknown
3311,0,1,0,3311,141.2841298,-37.5824909
3312,0,1,0,3312,141.095836,-37.382002
3314,0,1,0,3314,142.0639245,-37.4235761
3315,0,1,0,3315,141.7255991,-37.4420537
3317,0,1,0,3317,141.5781151,-37.1477475
3318,0,1,0,3318,141.3050851,-37.0613621
3319,0,1,0,3319,141.0540674,-36.8910613
3321,0,1,0,3321,143.9541563,-38.1130535
3322,0,1,0,3322,143.6285244,-38.0526438
3323,0,1,0,3323,143.4986586,-38.0061194
3324,0,1,0,3324,143.3474304,-37.8964298
3325,0,1,0,3325,143.1749726,-37.9076784
3326,0,1,0,3326,Unknown,Unknown
3328,0,1,0,3328,144.0630048,-38.022066
3329,0,1,0,3329,143.88892,-37.9976266
3330,0,1,0,3330,143.7152249,-37.9359743
3331,0,1,0,3331,144.1938221,-37.9939081
3332,0,1,0,3332,144.1065864,-37.9633341
3333,0,1,0,3333,144.0194472,-37.8585983
3334,0,1,0,3334,144.0630048,-37.7625944
3335,0.7828,0.2172,0,3335,144.6753231,-37.7143753
3337,0.9492,0.0508,0,3337,144.5875645,-37.6095412
3338,0.9646,0.0354,0,3338,144.5437205,-37.7810237
3340,0,1,0,3340,144.4123303,-37.7356162
3341,0,1,0,3341,144.3248554,-37.5934691
3342,0,1,0,3342,144.215646,-37.6114047
3345,0,1,0,3345,144.1174856,-37.5678296
3350,0,1,0,3350,143.8563224,-37.5691087
3351,0,1,0,3351,143.0029169,-37.6978029
3352,0,1,0,3352,143.8671868,-37.7122033
3353,0,1,0,3353,Unknown,Unknown
3354,0,1,0,3354,Unknown,Unknown
3355,0,1,0,3355,143.7911684,-37.5089149
3356,0,1,0,3356,143.8183092,-37.5881949
3357,0,1,0,3357,143.8943543,-37.6521937
3360,0,1,0,3360,143.5202874,-37.7370214
3361,0,1,0,3361,143.3474304,-37.7488709
3363,0,1,0,3363,143.8780526,-37.409312
3364,0,1,0,3364,143.9541563,-37.3708363
3370,0,1,0,3370,143.8020236,-37.261355
3371,0,1,0,3371,143.6718623,-37.2153546
3373,0,1,0,3373,143.3474304,-37.4528631
3375,0,1,0,3375,143.1749726,-37.390738
3377,0,1,0,3377,142.9170407,-37.2971613
3378,0,1,0,3378,143.0244018,-37.5026752
3379,0,1,0,3379,142.6172766,-37.5195066
3380,0,1,0,3380,142.7777088,-37.0517769
3381,0,1,0,3381,142.5745556,-37.1716807
3384,0,1,0,3384,143.0888943,-36.9882754
3385,0,1,0,3385,142.6600232,-36.9066682
3387,0,1,0,3387,142.8312661,-36.8204775
3388,0,1,0,3388,142.6600232,-36.6090828
3390,0,1,0,3390,142.4891909,-36.6209737
3391,0,1,0,3391,142.4252353,-36.0562538
3392,0,1,0,3392,142.5745556,-36.4286658
3393,0,1,0,3393,142.4039296,-36.2167744
3395,0,1,0,3395,142.4039296,-35.9172982
3396,0,0,1,3396,142.318772,-35.7360202
3399,0,1,0,3399,Unknown,Unknown
3400,0,1,0,3400,142.1806128,-36.7204107
3401,0,1,0,3401,142.2762322,-36.9503512
3402,0,1,0,3402,Unknown,Unknown
3405,0,1,0,3405,Unknown,Unknown
3407,0,1,0,3407,141.8100218,-37.2543103
3408,0,1,0,3408,Unknown,Unknown
3409,0,1,0,3409,141.8100218,-36.8127092
3412,0,1,0,3412,141.4939853,-36.6744115
3413,0,1,0,3413,141.2213044,-36.7355842
3414,0,1,0,3414,142.0639245,-36.314886
3415,0,1,0,3415,141.3784817,-36.3811882
3418,0,0.967,0.033,3418,141.5991643,-36.2520776
3419,0,0.845,0.155,3419,141.2213044,-36.3672353
3420,0,1,0,3420,141.095836,-36.0603124
3422,0,1,0,3422,Unknown,Unknown
3423,0,1,0,3423,141.9791849,-36.134382
3424,0,0,1,3424,141.9791849,-35.8357024
3427,1,0,0,3427,144.6862995,-37.6153848
3428,0,1,0,3428,144.7961441,-37.6342319
3429,0.9216,0.0784,0,3429,144.7192376,-37.5424727
3430,0,1,0,3430,144.8071366,-37.497542
3431,0,1,0,3431,144.6753231,-37.4525468
3432,0,1,0,3432,144.7741635,-37.439438
3433,0,1,0,3433,144.7796581,-37.399104
3434,0,1,0,3434,144.7192376,-37.3550485
3435,0,1,0,3435,144.7192376,-37.2423687
3437,0,1,0,3437,144.5437205,-37.5197014
3438,0,1,0,3438,144.620463,-37.4618532
3440,0,1,0,3440,144.5546793,-37.4205517
3441,0,1,0,3441,144.5985292,-37.3981393
3442,0,1,0,3442,144.5437205,-37.3324774
3444,0,1,0,3444,144.5656396,-37.1335012
3446,0,1,0,3446,144.3576473,-37.1840298
3447,0,1,0,3447,144.3576473,-37.1465105
3448,0,1,0,3448,144.3685809,-37.0470063
3450,0,1,0,3450,144.2265602,-37.0636472
3451,0,1,0,3451,144.1938221,-37.0991896
3453,0,1,0,3453,144.2374759,-36.9265571
3456,0,1,0,3456,Unknown,Unknown
3458,0,1,0,3458,144.3685809,-37.459275
3460,0,1,0,3460,144.1610974,-37.3405241
3461,0,1,0,3461,144.1938221,-37.286475
3462,0,1,0,3462,144.0630048,-37.0911657
3463,0,1,0,3463,143.9759139,-36.9483008
3464,0,1,0,3464,143.8454596,-37.0150311
3465,0,1,0,3465,143.6935405,-37.0550295
3467,0,1,0,3467,143.4554195,-37.0638618
3468,0,1,0,3468,143.4122052,-37.1974706
3469,0,1,0,3469,143.2395973,-37.1727781
3472,0,1,0,3472,143.6068646,-36.8747643
3475,0,1,0,3475,143.5202874,-36.6942531
3478,0,1,0,3478,143.2827118,-37.0021242
3480,0,1,0,3480,142.9170407,-36.3286415
3482,0,1,0,3482,142.8312661,-36.1476587
3483,0,1,0,3483,142.8312661,-35.9221523
3485,0,0,1,3485,142.7455935,-35.6652195
3487,0,1,0,3487,142.5959129,-35.5546022
3488,0,0,1,3488,142.4678659,-35.4327537
3489,0,1,0,3489,142.4039296,-35.3151716
3490,0,1,0,3490,141.5991643,-35.3571245
3491,0,1,0,3491,142.1063337,-35.394936
3494,0,0.81,0.19,3494,142.1487691,-34.540636
3496,0,1,0,3496,141.4309582,-34.3907124
3498,0,1,0,3498,142.159382,-34.2495272
3500,0,0.9915,0.0085,3500,142.1169401,-34.2151229
3501,0,1,0,3501,142.318772,-34.678204
3502,0,1,0,3502,Unknown,Unknown
3505,0,1,0,3505,141.8100218,-34.189156
3506,0,0,1,3506,141.3679914,-35.1766811
3507,0,1,0,3507,142.0639245,-35.115573
3509,0,0,1,3509,141.7255991,-35.1414078
3512,0,0,1,3512,141.095836,-35.1673606
3515,0,1,0,3515,144.0630048,-36.8284445
3516,0,1,0,3516,144.0194472,-36.6251143
3517,0,1,0,3517,143.8671868,-36.515547
3518,0,1,0,3518,143.6068646,-36.424265
3520,0,1,0,3520,143.7694626,-36.3588489
3521,0,1,0,3521,144.851121,-37.0989702
3522,0,1,0,3522,144.7631754,-37.0314398
3523,0,1,0,3523,144.7412036,-36.8919051
3525,0,1,0,3525,143.4338092,-36.2125211
3527,0,1,0,3527,143.2611514,-36.0005012
3529,0,1,0,3529,143.1965079,-35.845391
3530,0,1,0,3530,Unknown,Unknown
3531,0,1,0,3531,142.9170407,-35.6512854
3533,0,1,0,3533,142.7884171,-35.3404178
3535,0,1,0,3535,Unknown,Unknown
3536,0,1,0,3536,Unknown,Unknown
3537,0,1,0,3537,143.6935405,-36.0772722
3539,0,1,0,3539,Unknown,Unknown
3540,0,1,0,3540,143.5202874,-35.8651458
3542,0,1,0,3542,143.4122052,-35.6565961
3544,0,1,0,3544,143.1749726,-35.4401221
3546,0,1,0,3546,142.9599661,-35.0979662
3549,0,1,0,3549,142.7455935,-34.7552395
3550,0,1,0,3550,144.2920769,-36.7665875
3551,0,1,0,3551,144.4779988,-36.8021738
3552,0,1,0,3552,Unknown,Unknown
3554,0,1,0,3554,Unknown,Unknown
3555,0,1,0,3555,144.2483931,-36.808032
3556,0,1,0,3556,144.1938221,-36.6478425
3557,0,1,0,3557,144.5437205,-36.6546373
3558,0,1,0,3558,144.5875645,-36.4802144
3559,0,1,0,3559,144.8291259,-36.5430106
3561,0,1,0,3561,144.6533747,-36.3317046
3562,0,1,0,3562,144.5437205,-36.0471946
3563,0,1,0,3563,144.4999001,-36.2606223
3564,0,1,0,3564,144.6314321,-36.1149809
3565,0,1,0,3565,144.5327632,-36.186252
3566,0,1,0,3566,144.3576473,-35.9553896
3567,0,1,0,3567,Unknown,Unknown
3568,0,1,0,3568,144.215646,-35.8021206
3570,0,1,0,3570,144.3904526,-36.469814
3571,0,1,0,3571,144.1283863,-36.3797092
3572,0,1,0,3572,144.3248554,-36.3147326
3573,0,1,0,3573,144.3904526,-36.1663341
3575,0,1,0,3575,144.1283863,-36.0765288
3576,0,1,0,3576,143.9324048,-36.1415403
3578,0,1,0,3578,Unknown,Unknown
3579,0,1,0,3579,143.8671868,-35.7583662
3580,0,1,0,3580,144.1174856,-35.6445701
3581,0,1,0,3581,143.8020236,-35.6026039
3583,0,1,0,3583,143.6827007,-35.5135995
3584,0,1,0,3584,143.6285244,-35.4661938
3585,0,1,0,3585,143.5202874,-35.4094202
3586,0,1,0,3586,143.5094722,-35.2818109
3588,0,1,0,3588,143.4446136,-35.2972762
3589,0,1,0,3589,143.4662269,-35.2667175
3590,0,1,0,3590,143.4662269,-35.2285875
3591,0,1,0,3591,143.4014055,-35.205935
3594,0,1,0,3594,143.3582223,-35.1526896
3595,0,1,0,3595,143.3366401,-35.1832549
3596,0,1,0,3596,143.2827118,-35.1548064
3597,0,1,0,3597,143.1749726,-34.9071543
3599,0,1,0,3599,143.1104044,-34.7507483
3601,0,1,0,3601,Unknown,Unknown
3607,0,1,0,3607,145.1706992,-36.8378153
3608,0,1,0,3608,145.1155133,-36.7719697
3610,0,1,0,3610,145.2480193,-36.5881288
3612,0,1,0,3612,145.005249,-36.602205
3613,0,1,0,3613,Unknown,Unknown
3614,0,1,0,3614,145.325409,-36.4899607
3616,0,1,0,3616,145.2038278,-36.4591947
3617,0,1,0,3617,145.1706992,-36.4005389
3618,0,1,0,3618,145.1706992,-36.3624013
3619,0,1,0,3619,Unknown,Unknown
3620,0,1,0,3620,145.093449,-36.2508546
3621,0,1,0,3621,144.9832134,-36.2331845
3622,0,1,0,3622,144.8951287,-36.2037168
3623,0,1,0,3623,144.9832134,-36.4617737
3624,0,1,0,3624,144.9501708,-36.4031385
3625,0,1,0,3625,Unknown,Unknown
3629,0,1,0,3629,145.2922335,-36.2976747
3630,0,1,0,3630,145.5579927,-36.4615673
3631,0,1,0,3631,145.4693163,-36.4324574
3632,0,1,0,3632,Unknown,Unknown
3633,0,1,0,3633,145.480396,-36.2927129
3634,0,1,0,3634,145.4250118,-36.2266803
3635,0,1,0,3635,145.3364703,-36.1592629
3636,0,1,0,3636,145.5136433,-36.102425
3637,0,1,0,3637,145.2922335,-35.9530351
3638,0,1,0,3638,145.2038278,-36.0388917
3639,0,1,0,3639,145.005249,-35.9921604
3640,0,1,0,3640,Unknown,Unknown
3641,0,1,0,3641,145.4471613,-35.9078595
3643,0,1,0,3643,Unknown,Unknown
3644,0,1,0,3644,145.736481,-35.9546799
3645,0,1,0,3645,Unknown,Unknown
3646,0,1,0,3646,145.7133909,-36.2251044
3647,0,1,0,3647,145.6967281,-36.3969441
3649,0,1,0,3649,145.6911745,-36.0834857
3658,0,1,0,3658,145.093449,-37.2372916
3659,0,1,0,3659,145.1155133,-37.1126329
3660,0,1,0,3660,145.2480193,-37.0435482
3661,0,1,0,3661,145.1409,-37.0227
3662,0,1,0,3662,144.9171412,-36.9514451
3663,0,1,0,3663,145.1596592,-36.9383316
3664,0,1,0,3664,145.3364703,-36.9214551
3665,0,1,0,3665,145.3807298,-36.8222633
3666,0,1,0,3666,145.5801757,-36.7549385
3669,0,1,0,3669,145.7133909,-36.6078959
3670,0,1,0,3670,145.8690603,-36.6394628
3671,0,1,0,3671,Unknown,Unknown
3672,0,1,0,3672,145.9804173,-36.6181709
3673,0,1,0,3673,146.1588712,-36.675664
3675,0,1,0,3675,146.1812023,-36.5103613
3676,0,1,0,3676,Unknown,Unknown
3677,0,1,0,3677,146.3264849,-36.3742363
3678,0,1,0,3678,146.5168094,-36.7132294
3682,0,1,0,3682,146.4495924,-36.1723841
3683,0,1,0,3683,146.5840737,-36.1761422
3685,0,1,0,3685,146.4495924,-36.0564816
3687,0,1,0,3687,146.4383942,-35.9852648
3688,0,1,0,3688,146.7299747,-36.1542047
3689,0,1,0,3689,Unknown,Unknown
3690,0,1,0,3690,146.8423556,-36.1118041
3691,0,1,0,3691,146.9661233,-36.2373927
3693,0,1,0,3693,Unknown,Unknown
3694,0,1,0,3694,Unknown,Unknown
3695,0,1,0,3695,147.1238691,-36.3055342
3697,0,1,0,3697,147.168985,-36.6673311
3698,0,1,0,3698,147.1351462,-36.762851
3699,0,1,0,3699,147.3270485,-36.8124613
3700,0,1,0,3700,147.168985,-36.2031354
3701,0,1,0,3701,147.3722545,-36.5560587
3704,0,1,0,3704,147.5306312,-36.1192035
3705,0,1,0,3705,147.8026919,-36.1622621
3707,0,1,0,3707,147.9162555,-36.4104992
3708,0,1,0,3708,147.9048938,-36.0660058
3709,0,1,0,3709,147.6892483,-36.0696807
3711,0,1,0,3711,145.702282,-37.430404
3712,0,1,0,3712,145.8245558,-37.3476485
3713,0,1,0,3713,145.9804173,-37.3038068
3714,0,1,0,3714,145.6245586,-37.1872994
3715,0,1,0,3715,145.7356129,-36.9771194
3717,0,1,0,3717,145.402868,-37.3030137
3718,0,1,0,3718,145.5136433,-37.1696241
3719,0,1,0,3719,145.6023644,-37.0473079
3720,0,1,0,3720,145.8690603,-37.0207039
3721,0,1,0,3721,Unknown,Unknown
3722,0,1,0,3722,146.1365456,-37.0313019
3723,0,1,0,3723,146.2929381,-37.2909944
3724,0,1,0,3724,Unknown,Unknown
3725,0,1,0,3725,145.958135,-36.4002774
3726,0,1,0,3726,146.002705,-36.3378842
3727,0,1,0,3727,145.958135,-36.2467001
3728,0,1,0,3728,145.9135867,-36.1554528
3730,0,1,0,3730,145.8913207,-36.0520717
3732,0,1,0,3732,146.3153013,-36.7449213
3733,0,1,0,3733,146.4160017,-36.748307
3735,0,1,0,3735,146.5840737,-36.5231859
3736,0,1,0,3736,Unknown,Unknown
3737,0,1,0,3737,146.6962857,-36.8466834
3738,0,1,0,3738,146.7749116,-36.6120774
3739,0,1,0,3739,146.8423556,-36.6332007
3740,0,1,0,3740,146.8760951,-36.8264122
3741,0,1,0,3741,147.0562333,-36.882628
3744,0,1,0,3744,146.9773826,-36.7907956
3745,0,1,0,3745,Unknown,Unknown
3746,0,1,0,3746,146.5280168,-36.3225392
3747,0,1,0,3747,146.6962857,-36.3851254
3749,0,1,0,3749,146.8536008,-36.3378001
3750,0,1,0,3750,144.9942305,-37.5891893
3751,0,1,0,3751,145.0603633,-37.5365105
3752,1,0,0,3752,145.082419,-37.6377485
3753,0,1,0,3753,144.9832134,-37.4822825
3754,0,1,0,3754,145.1265477,-37.5963626
3755,0.5435,0.4565,0,3755,145.1486206,-37.5474779
3756,0,1,0,3756,144.9832134,-37.4071549
3757,0,1,0,3757,145.1596592,-37.4666309
3758,0,1,0,3758,145.0383133,-37.3787648
3759,0.1438,0.8562,0,3759,145.2424941,-37.6400391
3760,0,1,0,3760,145.2867055,-37.6267001
3761,0,1,0,3761,145.2811778,-37.5919774
3762,0,1,0,3762,144.9721978,-37.3564385
3763,0,1,0,3763,145.3696628,-37.5087273
3764,0,1,0,3764,144.9171412,-37.2531649
3765,1,0,0,3765,145.353065,-37.8083883
3766,1,0,0,3766,145.3862638,-37.8194936
3767,1,0,0,3767,145.3420015,-37.8421584
3770,0.7303,0.2697,0,3770,145.4250118,-37.7057909
3775,0,1,0,3775,145.3807298,-37.6158673
3777,0,1,0,3777,145.5136433,-37.5848772
3778,0,1,0,3778,145.6467583,-37.553614
3779,0,1,0,3779,146.0696009,-37.6356131
3780,0,1,0,3780,Unknown,Unknown
3781,0.0427,0.9573,0,3781,145.5025595,-37.9473069
3782,0.7284,0.2716,0,3782,145.4582381,-37.9137981
3783,0,1,0,3783,145.6023644,-37.9524044
3785,1,0,0,3785,145.3171139,-37.8782906
3786,1,0,0,3786,145.3309395,-37.8759058
3787,1,0,0,3787,145.353065,-37.8645935
3788,1,0,0,3788,145.3751961,-37.8532703
3789,1,0,0,3789,145.3641298,-37.8963853
3791,1,0,0,3791,145.4111713,-37.9051015
3792,1,0,0,3792,145.3973329,-37.8887708
3793,1,0,0,3793,145.4360858,-37.8689357
3795,1,0,0,3795,145.4305486,-37.8342877
3796,1,0,0,3796,145.3917982,-37.7791563
3797,0,1,0,3797,145.702282,-37.8447909
3799,0,1,0,3799,145.8023118,-37.6990844
3800,1,0,0,3800,145.1348243,-37.9104511
3802,1,0,0,3802,145.2590707,-37.9780214
3803,1,0,0,3803,145.2756505,-38.0069505
3804,1,0,0,3804,145.3309395,-37.9788019
3805,1,0,0,3805,145.3032906,-38.0302499
3806,1,0,0,3806,145.3475331,-38.0264207
3807,1,0,0,3807,145.3862638,-38.0347309
3808,0.7663,0.2337,0,3808,145.4360858,-37.999986
3809,0.6192,0.3808,0,3809,145.4139392,-38.0673549
3810,0.8277,0.1723,0,3810,145.4693163,-38.0578366
3812,0,1,0,3812,145.5690835,-38.0817495
3813,0,1,0,3813,145.6356577,-38.0477423
3814,0,1,0,3814,145.6800684,-38.0999051
3815,0,1,0,3815,145.7245012,-38.0771825
3816,0,1,0,3816,145.7800733,-38.086187
3818,0,1,0,3818,145.8690603,-38.1155251
3820,0,1,0,3820,145.9469958,-38.1692482
3821,0,1,0,3821,146.002705,-38.0844084
3822,0,1,0,3822,146.0361469,-38.1797383
3823,0,1,0,3823,146.0584482,-38.2245094
3824,0,1,0,3824,146.1812023,-38.2177192
3825,0,1,0,3825,146.2929381,-38.0474021
3831,0,1,0,3831,146.002705,-38.0093215
3833,0,1,0,3833,146.0696009,-37.7865626
3835,0,1,0,3835,146.1812023,-38.2926842
3836,0,1,0,3836,Unknown,Unknown
3838,0,1,0,3838,NA,NA
3840,0,1,0,3840,146.4495924,-38.2671612
3841,0,1,0,3841,Unknown,Unknown
3842,0,1,0,3842,146.4160017,-38.3219988
3844,0,1,0,3844,146.5840737,-38.2728501
3847,0,1,0,3847,146.8086278,-38.2317005
3850,0,1,0,3850,147.0675028,-38.096577
3851,0,1,0,3851,147.1464245,-38.2064012
3852,0,1,0,3852,147.1407852,-38.1054124
3853,0,1,0,3853,Unknown,Unknown
3854,0,1,0,3854,146.5840737,-38.1223546
3856,0,1,0,3856,146.5392256,-38.0326139
3857,0,1,0,3857,146.6850587,-38.0132354
3858,0,1,0,3858,146.6513853,-37.557605
3859,0,1,0,3859,146.8985944,-37.920365
3860,0,1,0,3860,146.9661233,-37.6951451
3862,0,1,0,3862,147.1915504,-37.4228208
3863,0,1,0,3863,Unknown,Unknown
3864,0,1,0,3864,147.304453,-37.8199648
3865,0,1,0,3865,147.468383,-37.7994292
3866,0,1,0,3866,Unknown,Unknown
3869,0,1,0,3869,146.3712327,-38.3637637
3870,0,1,0,3870,146.3600438,-38.4631226
3871,0,1,0,3871,146.1812023,-38.4049813
3873,0,1,0,3873,146.6738329,-38.3016024
3874,0,1,0,3874,146.8985944,-38.5234965
3875,0,1,0,3875,147.5532762,-37.6874281
3878,0,1,0,3878,147.6779106,-37.9067566
3880,0,1,0,3880,147.7573,-37.9215501
3882,0,1,0,3882,147.7573,-37.8071978
3883,0,1,0,3883,Unknown,Unknown
3885,0,0.8841,0.1159,3885,148.2804541,-37.2938907
3886,0,1,0,3886,148.42875,-37.7514308
3887,0,1,0,3887,148.0299382,-37.6989476
3888,0,0.9176,0.0824,3888,148.6458369,-37.2474912
3889,0,0,1,3889,148.8289611,-37.609984
3890,0,0,1,3890,149.1960526,-37.5621735
3891,0,0,1,3891,149.5642369,-37.5126059
3892,0,0,1,3892,149.7718067,-37.5130708
3893,0,1,0,3893,147.8026919,-37.4768667
3895,0,1,0,3895,147.848103,-37.3755587
3896,0,1,0,3896,147.7799935,-37.1819263
3898,0,1,0,3898,147.5079912,-37.022052
3900,0,1,0,3900,147.8708157,-36.9009009
3902,0,1,0,3902,147.8140428,-37.8149759
3903,0,1,0,3903,147.8594587,-37.8097254
3904,0,1,0,3904,147.8367484,-37.8600459
3905,0,1,0,3905,Unknown,Unknown
3909,0,1,0,3909,148.0299382,-37.8136883
3910,1,0,0,3910,145.1927835,-38.1608986
3911,1,0,0,3911,145.1762197,-38.1972006
3912,1,0,0,3912,145.2148736,-38.2242212
3913,1,0,0,3913,145.1706992,-38.2651079
3915,0.8924,0.1076,0,3915,145.1265477,-38.3059216
3916,0,1,0,3916,145.0548502,-38.4161358
3918,0,1,0,3918,145.165179,-38.3329437
3919,0,1,0,3919,145.1983055,-38.3534427
3920,0,1,0,3920,145.2093505,-38.3943242
3921,0,1,0,3921,145.3364703,-38.3489348
3922,0,1,0,3922,145.2038278,-38.4898703
3923,0,1,0,3923,145.2756505,-38.4724137
3925,0,1,0,3925,145.3862638,-38.5282425
3926,0,1,0,3926,145.1044805,-38.3541527
3927,0,1,0,3927,145.165179,-38.3793743
3928,1,0,0,3928,144.9721978,-38.4018779
3929,0,1,0,3929,144.9721978,-38.4574538
3930,1,0,0,3930,145.0879338,-38.1952209
3931,1,0,0,3931,145.0603633,-38.2277083
3933,1,0,0,3933,145.1265477,-38.2501593
3934,1,0,0,3934,145.016269,-38.287039
3936,1,0,0,3936,144.9942305,-38.3352183
3937,0.2602,0.7398,0,3937,145.0383133,-38.3687813
3938,1,0,0,3938,144.9336544,-38.3562816
3939,0.9753,0.0247,0,3939,144.8951287,-38.4218526
3940,1,0,0,3940,144.8786231,-38.3745297
3941,1,0,0,3941,144.8181305,-38.3862088
3942,1,0,0,3942,144.7686693,-38.3645949
3943,1,0,0,3943,144.746696,-38.3477833
3944,1,0,0,3944,144.7027669,-38.3234069
3945,0,1,0,3945,145.6911745,-38.3930465
3946,0,1,0,3946,145.7245012,-38.4506894
3950,0,1,0,3950,145.8245558,-38.4372473
3951,0,1,0,3951,145.7356129,-38.5195374
3953,0,1,0,3953,146.002705,-38.4586497
3954,0,1,0,3954,145.9469958,-38.5615123
3956,0,1,0,3956,145.8690603,-38.675332
3957,0,1,0,3957,146.1030672,-38.5941498
3958,0,1,0,3958,146.013851,-38.6765966
3959,0,1,0,3959,146.0696009,-38.760009
3960,0,1,0,3960,146.3376699,-38.9962856
3962,0,1,0,3962,146.3488562,-38.6183432
3964,0,1,0,3964,146.2733747,-38.6847281
3965,0,1,0,3965,146.4775937,-38.692708
3966,0,1,0,3966,146.4383942,-38.6286899
3967,0,1,0,3967,146.5392256,-38.6705951
3971,0,1,0,3971,146.6065057,-38.5613687
3975,1,0,0,3975,145.2424941,-38.0704681
3976,1,0,0,3976,145.2756505,-38.0349647
3977,0.9607,0.0393,0,3977,145.2811778,-38.1347885
3978,0.3866,0.6134,0,3978,145.3807298,-38.140252
3979,0,1,0,3979,145.6134608,-38.4509941
3980,0,1,0,3980,145.3917982,-38.2092442
3981,0,1,0,3981,145.5912693,-38.1825837
3984,0,1,0,3984,145.5579927,-38.3114378
3987,0,1,0,3987,145.6800684,-38.3054452
3988,0,1,0,3988,145.7800733,-38.310594
3989,0,1,0,3989,Unknown,Unknown
3990,0,1,0,3990,145.5247285,-38.4399786
3991,0,1,0,3991,145.4582381,-38.4734903
3992,0,1,0,3992,145.6023644,-38.5123976
3995,0,1,0,3995,145.6023644,-38.6238593
3996,0,1,0,3996,145.7800733,-38.6086874
3999,0,0,1,3999,Unknown,Unknown
4000,1,0,0,4000,153.023588,-27.4660994
