postcode,year,disadvantage,econ_resources,educ_occupation
821,2003,687.7193847656235,812.5801879882783,902.3347900390618
822,2003,687.7193847656235,812.5801879882783,902.3347900390618
872,2003,726.7920043945342,822.6081909179629,925.6343994140625
3019,2003,730.1730102539077,843.1941894531265,850.1927856445327
5012,2003,732.295788574218,828.1578002929673,846.0634155273438
5010,2003,734.2890014648438,838.8531982421882,845.5682128906265
2166,2003,753.6645874023452,895.0496093749998,864.314587402343
2163,2003,775.1358032226563,870.6008178710945,881.1859985351566
2409,2003,777.2143920898452,890.9515991210938,863.2751953125007
5113,2003,777.6141967773438,832.715795898439,799.6783935546876
7019,2003,795.8854125976563,847.3540161132805,836.1404052734379
2017,2003,798.2437988281308,901.3124023437499,1009.704406738281
3047,2003,806.0170043945309,878.3652099609375,840.5437988281246
7016,2003,807.1799926757813,849.2849853515625,803.2111938476564
3171,2003,812.557995605468,905.8180175781249,877.9097900390625
4114,2003,816.8487915039059,871.629992675782,844.06298828125
2369,2003,817.0828002929684,860.4858032226566,827.3310058593752
4714,2003,817.3421997070309,839.7219970703118,844.2218017578125
5084,2003,817.4515991210938,849.7510131835952,897.3109985351566
3214,2003,831.0258178710938,878.3388061523438,828.38818359375
4077,2003,831.1145874023441,899.4466064453118,876.0457885742187
7305,2003,832.5209838867195,857.2739868164063,785.0936035156251
2770,2003,835.3345947265625,907.0921997070327,861.4774169921875
3887,2003,835.6854125976533,866.1480102539063,889.0966064453124
880,2003,838.7076049804691,941.0480102539004,942.7836181640632
881,2003,838.7076049804691,941.0480102539004,942.7836181640632
3177,2003,839.0189941406252,890.0338134765625,848.9755859375
5164,2003,840.0062011718746,849.7952026367184,851.1645874023438
7030,2003,842.1588134765625,882.2579956054688,835.2285888671875
5013,2003,842.8721923828125,878.4363891601561,880.3310058593743
2177,2003,842.9074096679688,968.8677856445311,905.9028076171876
3061,2003,846.981201171875,909.1198120117188,861.4404052734376
3048,2003,847.0971923828124,916.5673950195312,862.7902099609373
6728,2003,850.1400146484375,920.6221923828125,964.6232055664077
2165,2003,850.9285888671875,930.306396484375,899.8707885742188
7214,2003,851.6487915039061,856.4799926757805,836.3909912109375
5017,2003,855.4551879882811,869.3966064453125,863.9748046875002
3066,2003,858.371801757814,933.9760131835938,1049.096020507813
