"RA_2006_CODE","RA_2006_NAME","POA_2006_CODE","POA_2006_CODE","RATIO","PERCENT"
"12","Outer Regional Australia","2429","2429",0.2869,28.69
"12","Outer Regional Australia","2430","2430",0.0071,0.71
"12","Outer Regional Australia","2431","2431",1,100
"12","Outer Regional Australia","2440","2440",0.3323,33.23
"12","Outer Regional Australia","2441","2441",0.9624,96.24
"12","Outer Regional Australia","2446","2446",0.1084,10.84
"12","Outer Regional Australia","2447","2447",1,100
"12","Outer Regional Australia","2448","2448",1,100
"12","Outer Regional Australia","2449","2449",1,100
"12","Outer Regional Australia","2450","2450",0.067,6.7
"12","Outer Regional Australia","2453","2453",1,100
"12","Outer Regional Australia","2454","2454",0.9137,91.37
"12","Outer Regional Australia","2455","2455",0.0878,8.78
"12","Outer Regional Australia","2460","2460",0.2131,21.31
"12","Outer Regional Australia","2462","2462",0.7213,72.13
"12","Outer Regional Australia","2463","2463",0.1261,12.61
"12","Outer Regional Australia","2469","2469",0.4652,46.52
"12","Outer Regional Australia","2474","2474",0.0854,8.54
"12","Outer Regional Australia","2475","2475",1,100
"12","Outer Regional Australia","2476","2476",1,100
"12","Outer Regional Australia","2537","2537",0.3481,34.81
"12","Outer Regional Australia","2539","2539",0.0118,1.18
"12","Outer Regional Australia","2545","2545",1,100
"12","Outer Regional Australia","2546","2546",1,100
"12","Outer Regional Australia","2548","2548",1,100
"12","Outer Regional Australia","2549","2549",1,100
"12","Outer Regional Australia","2550","2550",1,100
"12","Outer Regional Australia","2551","2551",0.9184,91.84
"12","Outer Regional Australia","2580","2580",0.0275,2.75
"12","Outer Regional Australia","2581","2581",0.0458,4.58
"12","Outer Regional Australia","2582","2582",0.0446,4.46
"12","Outer Regional Australia","2583","2583",0.2365,23.65
"12","Outer Regional Australia","2584","2584",1,100
"12","Outer Regional Australia","2586","2586",0.4027,40.27
"12","Outer Regional Australia","2587","2587",0.0885,8.85
"12","Outer Regional Australia","2590","2590",0.0425,4.25
"12","Outer Regional Australia","2594","2594",0.1485,14.85
"12","Outer Regional Australia","2611","2611",0.001,0.1
"12","Outer Regional Australia","2621","2621",0.0319,3.19
"12","Outer Regional Australia","2622","2622",0.175,17.5
"12","Outer Regional Australia","2624","2624",1,100
"12","Outer Regional Australia","2625","2625",1,100
"12","Outer Regional Australia","2627","2627",1,100
"12","Outer Regional Australia","2628","2628",0.4035,40.35
"12","Outer Regional Australia","2629","2629",1,100
"12","Outer Regional Australia","2630","2630",0.203,20.3
"12","Outer Regional Australia","2631","2631",1,100
"12","Outer Regional Australia","2632","2632",1,100
"12","Outer Regional Australia","2633","2633",1,100
"12","Outer Regional Australia","2642","2642",0.183,18.3
"12","Outer Regional Australia","2644","2644",0.3146,31.46
"12","Outer Regional Australia","2645","2645",1,100
"12","Outer Regional Australia","2646","2646",0.1221,12.21
"12","Outer Regional Australia","2648","2648",0.8015,80.15
"12","Outer Regional Australia","2652","2652",0.4624,46.24
"12","Outer Regional Australia","2653","2653",1,100
"12","Outer Regional Australia","2656","2656",1,100
"12","Outer Regional Australia","2658","2658",0.1502,15.02
"12","Outer Regional Australia","2665","2665",1,100
"12","Outer Regional Australia","2666","2666",0.9464,94.64
"12","Outer Regional Australia","2668","2668",1,100
"12","Outer Regional Australia","2669","2669",0.7638,76.38
"12","Outer Regional Australia","2671","2671",1,100
"12","Outer Regional Australia","2672","2672",0.7044,70.44
"12","Outer Regional Australia","2680","2680",1,100
"12","Outer Regional Australia","2681","2681",1,100
"12","Outer Regional Australia","2700","2700",1,100
"12","Outer Regional Australia","2701","2701",0.0601,6.01
"12","Outer Regional Australia","2702","2702",1,100
"12","Outer Regional Australia","2703","2703",1,100
"12","Outer Regional Australia","2705","2705",1,100
"12","Outer Regional Australia","2706","2706",1,100
"12","Outer Regional Australia","2707","2707",1,100
"12","Outer Regional Australia","2710","2710",0.2783,27.83
"12","Outer Regional Australia","2711","2711",0.7335,73.35
"12","Outer Regional Australia","2712","2712",0.8416,84.16
"12","Outer Regional Australia","2713","2713",1,100
"12","Outer Regional Australia","2714","2714",0.2378,23.78
"12","Outer Regional Australia","2715","2715",0.8989,89.89
"12","Outer Regional Australia","2716","2716",1,100
"12","Outer Regional Australia","2717","2717",1,100
"12","Outer Regional Australia","2720","2720",0.0562,5.62
"12","Outer Regional Australia","2721","2721",1,100
"12","Outer Regional Australia","2722","2722",0.1108,11.08
"12","Outer Regional Australia","2725","2725",1,100
"12","Outer Regional Australia","2726","2726",1,100
"12","Outer Regional Australia","2727","2727",1,100
"12","Outer Regional Australia","2729","2729",0.1101,11.01
"12","Outer Regional Australia","2730","2730",1,100
"12","Outer Regional Australia","2731","2731",0.1245,12.45
"12","Outer Regional Australia","2732","2732",1,100
"12","Outer Regional Australia","2733","2733",1,100
"12","Outer Regional Australia","2734","2734",1,100
"12","Outer Regional Australia","2735","2735",1,100
"12","Outer Regional Australia","2736","2736",1,100
"12","Outer Regional Australia","2737","2737",1,100
"12","Outer Regional Australia","2738","2738",1,100
"12","Outer Regional Australia","2739","2739",1,100
"12","Outer Regional Australia","2775","2775",0.2628,26.28
"12","Outer Regional Australia","2793","2793",0.4204,42.04
"12","Outer Regional Australia","2794","2794",0.0953,9.53
"12","Outer Regional Australia","2795","2795",0.019,1.9
"12","Outer Regional Australia","2803","2803",1,100
"12","Outer Regional Australia","2804","2804",0.2704,27.04
"12","Outer Regional Australia","2805","2805",1,100
"12","Outer Regional Australia","2806","2806",1,100
"12","Outer Regional Australia","2807","2807",1,100
"12","Outer Regional Australia","2808","2808",1,100
"12","Outer Regional Australia","2809","2809",1,100
"12","Outer Regional Australia","2810","2810",1,100
"12","Outer Regional Australia","2820","2820",1,100
"12","Outer Regional Australia","2821","2821",1,100
"12","Outer Regional Australia","2823","2823",1,100
"12","Outer Regional Australia","2824","2824",0.8133,81.33
"12","Outer Regional Australia","2825","2825",0.0572,5.72
"12","Outer Regional Australia","2827","2827",1,100
"12","Outer Regional Australia","2828","2828",0.849,84.9
"12","Outer Regional Australia","2830","2830",0.0968,9.68
"12","Outer Regional Australia","2842","2842",1,100
"12","Outer Regional Australia","2843","2843",1,100
"12","Outer Regional Australia","2844","2844",1,100
"12","Outer Regional Australia","2849","2849",0.2271,22.71
"12","Outer Regional Australia","2850","2850",0.2747,27.47
"12","Outer Regional Australia","2852","2852",0.916,91.6
"12","Outer Regional Australia","2864","2864",1,100
"12","Outer Regional Australia","2865","2865",0.7756,77.56
"12","Outer Regional Australia","2866","2866",0.1578,15.78
"12","Outer Regional Australia","2867","2867",1,100
"12","Outer Regional Australia","2868","2868",1,100
"12","Outer Regional Australia","2869","2869",1,100
"12","Outer Regional Australia","2870","2870",1,100
"12","Outer Regional Australia","2871","2871",1,100
"12","Outer Regional Australia","2874","2874",0.8194,81.94
"12","Outer Regional Australia","2875","2875",1,100
"12","Outer Regional Australia","2876","2876",1,100
"12","Outer Regional Australia","2877","2877",0.8014,80.14
"12","Outer Regional Australia","2880","2880",0.9721,97.21
"12","Outer Regional Australia","3585","3585",0.0525,5.25
"12","Outer Regional Australia","4385","4385",0.0978,9.78
"13","Remote Australia","2356","2356",1,100
"13","Remote Australia","2361","2361",0.1824,18.24
"13","Remote Australia","2386","2386",1,100
"13","Remote Australia","2387","2387",1,100
"13","Remote Australia","2388","2388",0.2862,28.62
"13","Remote Australia","2396","2396",0.8861,88.61
"13","Remote Australia","2400","2400",0.0481,4.81
"13","Remote Australia","2405","2405",0.9162,91.62
"13","Remote Australia","2406","2406",0.8098,80.98
"13","Remote Australia","2551","2551",0.0816,8.16
"13","Remote Australia","2648","2648",0.1985,19.85
"13","Remote Australia","2669","2669",0.2362,23.62
"13","Remote Australia","2672","2672",0.2956,29.56
"13","Remote Australia","2675","2675",1,100
"13","Remote Australia","2711","2711",0.2665,26.65
"13","Remote Australia","2715","2715",0.1011,10.11
"13","Remote Australia","2824","2824",0.1867,18.67
"13","Remote Australia","2825","2825",0.9428,94.28
"13","Remote Australia","2828","2828",0.151,15.1
"13","Remote Australia","2829","2829",1,100
"13","Remote Australia","2831","2831",0.5075,50.75
"13","Remote Australia","2832","2832",0.8675,86.75
"13","Remote Australia","2833","2833",1,100
"13","Remote Australia","2834","2834",1,100
"13","Remote Australia","2835","2835",0.9188,91.88
"13","Remote Australia","2839","2839",0.7498,74.98
"13","Remote Australia","2840","2840",0.6972,69.72
"13","Remote Australia","2873","2873",1,100
"13","Remote Australia","2874","2874",0.1806,18.06
"13","Remote Australia","2877","2877",0.1854,18.54
"13","Remote Australia","2879","2879",0.9434,94.34
"13","Remote Australia","2880","2880",0.0118,1.18
"14","Very Remote Australia","2831","2831",0.4925,49.25
"14","Very Remote Australia","2832","2832",0.1325,13.25
"14","Very Remote Australia","2835","2835",0.0812,8.12
"14","Very Remote Australia","2836","2836",1,100
"14","Very Remote Australia","2839","2839",0.2502,25.02
"14","Very Remote Australia","2840","2840",0.3028,30.28
"14","Very Remote Australia","2877","2877",0.0132,1.32
"14","Very Remote Australia","2878","2878",1,100
"14","Very Remote Australia","2879","2879",0.0566,5.66
"14","Very Remote Australia","2880","2880",0.0161,1.61
"14","Very Remote Australia","2898","2898",1,100
"20","Major Cities of Australia","3000","3000",1,100
"20","Major Cities of Australia","3002","3002",1,100
"20","Major Cities of Australia","3003","3003",1,100
"20","Major Cities of Australia","3004","3004",1,100
"20","Major Cities of Australia","3005","3005",1,100
"20","Major Cities of Australia","3006","3006",1,100
"20","Major Cities of Australia","3008","3008",1,100
"20","Major Cities of Australia","3010","3010",1,100
"20","Major Cities of Australia","3011","3011",1,100
"20","Major Cities of Australia","3012","3012",1,100
"20","Major Cities of Australia","3013","3013",1,100
"20","Major Cities of Australia","3015","3015",1,100
"20","Major Cities of Australia","3016","3016",1,100
"20","Major Cities of Australia","3018","3018",1,100
"20","Major Cities of Australia","3019","3019",1,100
"20","Major Cities of Australia","3020","3020",1,100
"20","Major Cities of Australia","3021","3021",1,100
"20","Major Cities of Australia","3022","3022",1,100
"20","Major Cities of Australia","3023","3023",1,100
"20","Major Cities of Australia","3024","3024",0.9354,93.54
"20","Major Cities of Australia","3025","3025",1,100
"20","Major Cities of Australia","3026","3026",1,100
"20","Major Cities of Australia","3027","3027",1,100
"20","Major Cities of Australia","3028","3028",1,100
"20","Major Cities of Australia","3029","3029",1,100
"20","Major Cities of Australia","3030","3030",0.982,98.2
"20","Major Cities of Australia","3031","3031",1,100
"20","Major Cities of Australia","3032","3032",1,100
"20","Major Cities of Australia","3033","3033",1,100
"20","Major Cities of Australia","3034","3034",1,100
"20","Major Cities of Australia","3036","3036",1,100
"20","Major Cities of Australia","3037","3037",1,100
"20","Major Cities of Australia","3038","3038",1,100
"20","Major Cities of Australia","3039","3039",1,100
"20","Major Cities of Australia","3040","3040",1,100
"20","Major Cities of Australia","3041","3041",1,100
"20","Major Cities of Australia","3042","3042",1,100
"20","Major Cities of Australia","3043","3043",1,100
"20","Major Cities of Australia","3044","3044",1,100
"20","Major Cities of Australia","3045","3045",1,100
"20","Major Cities of Australia","3046","3046",1,100
"20","Major Cities of Australia","3047","3047",1,100
"20","Major Cities of Australia","3048","3048",1,100
"20","Major Cities of Australia","3049","3049",1,100
"20","Major Cities of Australia","3050","3050",1,100
"20","Major Cities of Australia","3051","3051",1,100
"20","Major Cities of Australia","3052","3052",1,100
"20","Major Cities of Australia","3053","3053",1,100
"20","Major Cities of Australia","3054","3054",1,100
"20","Major Cities of Australia","3055","3055",1,100
"20","Major Cities of Australia","3056","3056",1,100
"20","Major Cities of Australia","3057","3057",1,100
"20","Major Cities of Australia","3058","3058",1,100
"20","Major Cities of Australia","3059","3059",1,100
"20","Major Cities of Australia","3060","3060",1,100
"20","Major Cities of Australia","3061","3061",1,100
"20","Major Cities of Australia","3062","3062",1,100
"20","Major Cities of Australia","3064","3064",0.967,96.7
"20","Major Cities of Australia","3065","3065",1,100
"20","Major Cities of Australia","3066","3066",1,100
"20","Major Cities of Australia","3067","3067",1,100
"20","Major Cities of Australia","3068","3068",1,100
"20","Major Cities of Australia","3070","3070",1,100
"20","Major Cities of Australia","3071","3071",1,100
"20","Major Cities of Australia","3072","3072",1,100
"20","Major Cities of Australia","3073","3073",1,100
"20","Major Cities of Australia","3074","3074",1,100
"20","Major Cities of Australia","3075","3075",1,100
"20","Major Cities of Australia","3076","3076",1,100
"20","Major Cities of Australia","3078","3078",1,100
"20","Major Cities of Australia","3079","3079",1,100
"20","Major Cities of Australia","3081","3081",1,100
"20","Major Cities of Australia","3082","3082",1,100
"20","Major Cities of Australia","3083","3083",1,100
"20","Major Cities of Australia","3084","3084",1,100
"20","Major Cities of Australia","3085","3085",1,100
"20","Major Cities of Australia","3086","3086",1,100
"20","Major Cities of Australia","3087","3087",1,100
"20","Major Cities of Australia","3088","3088",1,100
"20","Major Cities of Australia","3089","3089",1,100
"20","Major Cities of Australia","3090","3090",1,100
"20","Major Cities of Australia","3091","3091",1,100
"20","Major Cities of Australia","3093","3093",1,100
"20","Major Cities of Australia","3094","3094",1,100
"20","Major Cities of Australia","3095","3095",1,100
"20","Major Cities of Australia","3096","3096",1,100
"20","Major Cities of Australia","3097","3097",1,100
"20","Major Cities of Australia","3099","3099",0.7279,72.79
"20","Major Cities of Australia","3101","3101",1,100
"20","Major Cities of Australia","3102","3102",1,100
"20","Major Cities of Australia","3103","3103",1,100
"20","Major Cities of Australia","3104","3104",1,100
"20","Major Cities of Australia","3105","3105",1,100
"20","Major Cities of Australia","3106","3106",1,100
"20","Major Cities of Australia","3107","3107",1,100
"20","Major Cities of Australia","3108","3108",1,100
"20","Major Cities of Australia","3109","3109",1,100
"20","Major Cities of Australia","3111","3111",1,100
"20","Major Cities of Australia","3113","3113",1,100
"20","Major Cities of Australia","3114","3114",1,100
"20","Major Cities of Australia","3115","3115",1,100
"20","Major Cities of Australia","3116","3116",1,100
"20","Major Cities of Australia","3121","3121",1,100
"20","Major Cities of Australia","3122","3122",1,100
"20","Major Cities of Australia","3123","3123",1,100
"20","Major Cities of Australia","3124","3124",1,100
"20","Major Cities of Australia","3125","3125",1,100
"20","Major Cities of Australia","3126","3126",1,100
"20","Major Cities of Australia","3127","3127",1,100
"20","Major Cities of Australia","3128","3128",1,100
"20","Major Cities of Australia","3129","3129",1,100
"20","Major Cities of Australia","3130","3130",1,100
"20","Major Cities of Australia","3131","3131",1,100
"20","Major Cities of Australia","3132","3132",1,100
"20","Major Cities of Australia","3133","3133",1,100
"20","Major Cities of Australia","3134","3134",1,100
"20","Major Cities of Australia","3135","3135",1,100
"20","Major Cities of Australia","3136","3136",1,100
"20","Major Cities of Australia","3137","3137",1,100
"20","Major Cities of Australia","3138","3138",1,100
"20","Major Cities of Australia","3139","3139",0.5943,59.43
"20","Major Cities of Australia","3140","3140",1,100
"20","Major Cities of Australia","3141","3141",1,100
"20","Major Cities of Australia","3142","3142",1,100
"20","Major Cities of Australia","3143","3143",1,100
"20","Major Cities of Australia","3144","3144",1,100
"20","Major Cities of Australia","3145","3145",1,100
"20","Major Cities of Australia","3146","3146",1,100
"20","Major Cities of Australia","3147","3147",1,100
"20","Major Cities of Australia","3148","3148",1,100
"20","Major Cities of Australia","3149","3149",1,100
"20","Major Cities of Australia","3150","3150",1,100
"20","Major Cities of Australia","3151","3151",1,100
"20","Major Cities of Australia","3152","3152",1,100
"20","Major Cities of Australia","3153","3153",1,100
"20","Major Cities of Australia","3154","3154",1,100
"20","Major Cities of Australia","3155","3155",1,100
"20","Major Cities of Australia","3156","3156",1,100
"20","Major Cities of Australia","3158","3158",1,100
"20","Major Cities of Australia","3159","3159",1,100
"20","Major Cities of Australia","3160","3160",1,100
"20","Major Cities of Australia","3161","3161",1,100
"20","Major Cities of Australia","3162","3162",1,100
"20","Major Cities of Australia","3163","3163",1,100
"20","Major Cities of Australia","3165","3165",1,100
"20","Major Cities of Australia","3166","3166",1,100
"20","Major Cities of Australia","3167","3167",1,100
"20","Major Cities of Australia","3168","3168",1,100
"20","Major Cities of Australia","3169","3169",1,100
"20","Major Cities of Australia","3170","3170",1,100
"20","Major Cities of Australia","3171","3171",1,100
"20","Major Cities of Australia","3172","3172",1,100
"20","Major Cities of Australia","3173","3173",1,100
"20","Major Cities of Australia","3174","3174",1,100
"20","Major Cities of Australia","3175","3175",1,100
"20","Major Cities of Australia","3177","3177",1,100
"20","Major Cities of Australia","3178","3178",1,100
"20","Major Cities of Australia","3179","3179",1,100
"20","Major Cities of Australia","3180","3180",1,100
"20","Major Cities of Australia","3181","3181",1,100
"20","Major Cities of Australia","3182","3182",1,100
"20","Major Cities of Australia","3183","3183",1,100
"20","Major Cities of Australia","3184","3184",1,100
"20","Major Cities of Australia","3185","3185",1,100
"20","Major Cities of Australia","3186","3186",1,100
"20","Major Cities of Australia","3187","3187",1,100
"20","Major Cities of Australia","3188","3188",1,100
"20","Major Cities of Australia","3189","3189",1,100
"20","Major Cities of Australia","3190","3190",1,100
"20","Major Cities of Australia","3191","3191",1,100
"20","Major Cities of Australia","3192","3192",1,100
"20","Major Cities of Australia","3193","3193",1,100
"20","Major Cities of Australia","3194","3194",1,100
"20","Major Cities of Australia","3195","3195",1,100
"20","Major Cities of Australia","3196","3196",1,100
"20","Major Cities of Australia","3197","3197",1,100
"20","Major Cities of Australia","3198","3198",1,100
"20","Major Cities of Australia","3199","3199",1,100
"20","Major Cities of Australia","3200","3200",1,100
"20","Major Cities of Australia","3201","3201",1,100
"20","Major Cities of Australia","3202","3202",1,100
"20","Major Cities of Australia","3204","3204",1,100
"20","Major Cities of Australia","3205","3205",1,100
"20","Major Cities of Australia","3206","3206",1,100
"20","Major Cities of Australia","3207","3207",1,100
"20","Major Cities of Australia","3212","3212",0.8507,85.07
"20","Major Cities of Australia","3214","3214",1,100
"20","Major Cities of Australia","3215","3215",1,100
"20","Major Cities of Australia","3216","3216",0.9534,95.34
"20","Major Cities of Australia","3217","3217",1,100
"20","Major Cities of Australia","3218","3218",1,100
"20","Major Cities of Australia","3219","3219",1,100
"20","Major Cities of Australia","3220","3220",1,100
"20","Major Cities of Australia","3221","3221",0.4171,41.71
"20","Major Cities of Australia","3224","3224",1,100
"20","Major Cities of Australia","3335","3335",0.5599,55.99
"20","Major Cities of Australia","3337","3337",0.956,95.6
"20","Major Cities of Australia","3338","3338",0.9558,95.58
"20","Major Cities of Australia","3427","3427",1,100
"20","Major Cities of Australia","3428","3428",1,100
"20","Major Cities of Australia","3429","3429",0.9343,93.43
"20","Major Cities of Australia","3752","3752",1,100
"20","Major Cities of Australia","3754","3754",1,100
"20","Major Cities of Australia","3759","3759",0.7061,70.61
"20","Major Cities of Australia","3765","3765",1,100
"20","Major Cities of Australia","3766","3766",1,100
"20","Major Cities of Australia","3767","3767",1,100
"20","Major Cities of Australia","3770","3770",0.951,95.1
"20","Major Cities of Australia","3781","3781",0.8168,81.68
"20","Major Cities of Australia","3782","3782",0.9329,93.29
"20","Major Cities of Australia","3785","3785",1,100
"20","Major Cities of Australia","3786","3786",1,100
"20","Major Cities of Australia","3787","3787",1,100
"20","Major Cities of Australia","3788","3788",1,100
"20","Major Cities of Australia","3789","3789",1,100
"20","Major Cities of Australia","3791","3791",1,100
"20","Major Cities of Australia","3792","3792",1,100
"20","Major Cities of Australia","3793","3793",1,100
"20","Major Cities of Australia","3795","3795",1,100
"20","Major Cities of Australia","3796","3796",1,100
"20","Major Cities of Australia","3800","3800",1,100
"20","Major Cities of Australia","3802","3802",1,100
"20","Major Cities of Australia","3803","3803",1,100
"20","Major Cities of Australia","3804","3804",1,100
"20","Major Cities of Australia","3805","3805",1,100
"20","Major Cities of Australia","3806","3806",1,100
"20","Major Cities of Australia","3807","3807",1,100
"20","Major Cities of Australia","3808","3808",0.7496,74.96
"20","Major Cities of Australia","3809","3809",0.8421,84.21
"20","Major Cities of Australia","3810","3810",0.8927,89.27
"20","Major Cities of Australia","3910","3910",1,100
"20","Major Cities of Australia","3911","3911",1,100
"20","Major Cities of Australia","3912","3912",1,100
"20","Major Cities of Australia","3913","3913",1,100
"20","Major Cities of Australia","3915","3915",1,100
"20","Major Cities of Australia","3918","3918",1,100
"20","Major Cities of Australia","3919","3919",1,100
"20","Major Cities of Australia","3920","3920",1,100
"20","Major Cities of Australia","3926","3926",1,100
"20","Major Cities of Australia","3927","3927",1,100
"20","Major Cities of Australia","3928","3928",0.3765,37.65
"20","Major Cities of Australia","3930","3930",1,100
"20","Major Cities of Australia","3931","3931",1,100
"20","Major Cities of Australia","3933","3933",1,100
"20","Major Cities of Australia","3934","3934",1,100
"20","Major Cities of Australia","3936","3936",1,100
"20","Major Cities of Australia","3937","3937",0.5693,56.93
"20","Major Cities of Australia","3938","3938",1,100
"20","Major Cities of Australia","3939","3939",0.9555,95.55
"20","Major Cities of Australia","3940","3940",1,100
"20","Major Cities of Australia","3941","3941",1,100
"20","Major Cities of Australia","3942","3942",1,100
"20","Major Cities of Australia","3943","3943",1,100
"20","Major Cities of Australia","3944","3944",1,100
"20","Major Cities of Australia","3975","3975",1,100
"20","Major Cities of Australia","3976","3976",1,100
"20","Major Cities of Australia","3977","3977",0.976,97.6
"20","Major Cities of Australia","3978","3978",0.3693,36.93
"21","Inner Regional Australia","3024","3024",0.0646,6.46
"21","Inner Regional Australia","3030","3030",0.018,1.8
"21","Inner Regional Australia","3064","3064",0.033,3.3
"21","Inner Regional Australia","3099","3099",0.2721,27.21
"21","Inner Regional Australia","3139","3139",0.4057,40.57
"21","Inner Regional Australia","3211","3211",1,100
"21","Inner Regional Australia","3212","3212",0.1493,14.93
"21","Inner Regional Australia","3216","3216",0.0466,4.66
"21","Inner Regional Australia","3221","3221",0.5829,58.29
"21","Inner Regional Australia","3222","3222",1,100
"21","Inner Regional Australia","3223","3223",1,100
"21","Inner Regional Australia","3225","3225",1,100
"21","Inner Regional Australia","3226","3226",1,100
"21","Inner Regional Australia","3227","3227",1,100
"21","Inner Regional Australia","3228","3228",1,100
"21","Inner Regional Australia","3230","3230",1,100
"21","Inner Regional Australia","3231","3231",1,100
"21","Inner Regional Australia","3232","3232",1,100
"21","Inner Regional Australia","3233","3233",0.8341,83.41
"21","Inner Regional Australia","3235","3235",1,100
"21","Inner Regional Australia","3236","3236",1,100
"21","Inner Regional Australia","3239","3239",0.623,62.3
"21","Inner Regional Australia","3240","3240",1,100
"21","Inner Regional Australia","3241","3241",1,100
"21","Inner Regional Australia","3242","3242",1,100
"21","Inner Regional Australia","3243","3243",1,100
"21","Inner Regional Australia","3249","3249",1,100
"21","Inner Regional Australia","3250","3250",1,100
"21","Inner Regional Australia","3251","3251",1,100
"21","Inner Regional Australia","3260","3260",1,100
"21","Inner Regional Australia","3264","3264",1,100
"21","Inner Regional Australia","3265","3265",1,100
"21","Inner Regional Australia","3266","3266",0.7739,77.39
"21","Inner Regional Australia","3268","3268",0.2848,28.48
"21","Inner Regional Australia","3272","3272",0.6367,63.67
"21","Inner Regional Australia","3275","3275",1,100
"21","Inner Regional Australia","3276","3276",1,100
"21","Inner Regional Australia","3277","3277",1,100
"21","Inner Regional Australia","3278","3278",1,100
"21","Inner Regional Australia","3279","3279",1,100
"21","Inner Regional Australia","3280","3280",1,100
"21","Inner Regional Australia","3281","3281",1,100
"21","Inner Regional Australia","3282","3282",1,100
"21","Inner Regional Australia","3283","3283",0.8136,81.36
"21","Inner Regional Australia","3284","3284",0.9996,99.96
"21","Inner Regional Australia","3300","3300",0.9047,90.47
"21","Inner Regional Australia","3301","3301",0.3411,34.11
"21","Inner Regional Australia","3321","3321",1,100
"21","Inner Regional Australia","3322","3322",1,100
"21","Inner Regional Australia","3323","3323",1,100
"21","Inner Regional Australia","3328","3328",1,100
"21","Inner Regional Australia","3330","3330",1,100
"21","Inner Regional Australia","3331","3331",1,100
"21","Inner Regional Australia","3332","3332",1,100
"21","Inner Regional Australia","3333","3333",1,100
"21","Inner Regional Australia","3334","3334",1,100
"21","Inner Regional Australia","3335","3335",0.4401,44.01
"21","Inner Regional Australia","3337","3337",0.044,4.4
"21","Inner Regional Australia","3338","3338",0.0442,4.42
"21","Inner Regional Australia","3340","3340",1,100
"21","Inner Regional Australia","3341","3341",1,100
"21","Inner Regional Australia","3342","3342",1,100
"21","Inner Regional Australia","3345","3345",1,100
"21","Inner Regional Australia","3350","3350",1,100
"21","Inner Regional Australia","3351","3351",0.9019,90.19
"21","Inner Regional Australia","3352","3352",1,100
"21","Inner Regional Australia","3355","3355",1,100
"21","Inner Regional Australia","3356","3356",1,100
"21","Inner Regional Australia","3357","3357",1,100
"21","Inner Regional Australia","3360","3360",1,100
"21","Inner Regional Australia","3361","3361",0.7205,72.05
"21","Inner Regional Australia","3363","3363",1,100
"21","Inner Regional Australia","3364","3364",1,100
"21","Inner Regional Australia","3370","3370",1,100
"21","Inner Regional Australia","3371","3371",1,100
"21","Inner Regional Australia","3373","3373",1,100
"21","Inner Regional Australia","3375","3375",1,100
"21","Inner Regional Australia","3377","3377",0.9863,98.63
"21","Inner Regional Australia","3380","3380",1,100
"21","Inner Regional Australia","3381","3381",0.107,10.7
"21","Inner Regional Australia","3429","3429",0.0657,6.57
"21","Inner Regional Australia","3431","3431",1,100
"21","Inner Regional Australia","3434","3434",1,100
"21","Inner Regional Australia","3435","3435",1,100
"21","Inner Regional Australia","3437","3437",1,100
"21","Inner Regional Australia","3438","3438",1,100
"21","Inner Regional Australia","3440","3440",1,100
"21","Inner Regional Australia","3441","3441",1,100
"21","Inner Regional Australia","3442","3442",1,100
"21","Inner Regional Australia","3444","3444",1,100
"21","Inner Regional Australia","3446","3446",1,100
"21","Inner Regional Australia","3447","3447",1,100
"21","Inner Regional Australia","3448","3448",1,100
"21","Inner Regional Australia","3450","3450",1,100
"21","Inner Regional Australia","3451","3451",1,100
"21","Inner Regional Australia","3453","3453",1,100
"21","Inner Regional Australia","3458","3458",1,100
"21","Inner Regional Australia","3460","3460",1,100
"21","Inner Regional Australia","3461","3461",1,100
"21","Inner Regional Australia","3462","3462",1,100
"21","Inner Regional Australia","3463","3463",1,100
"21","Inner Regional Australia","3464","3464",1,100
"21","Inner Regional Australia","3465","3465",1,100
"21","Inner Regional Australia","3467","3467",1,100
"21","Inner Regional Australia","3468","3468",1,100
"21","Inner Regional Australia","3469","3469",1,100
"21","Inner Regional Australia","3472","3472",1,100
"21","Inner Regional Australia","3475","3475",0.6853,68.53
"21","Inner Regional Australia","3478","3478",0.0354,3.54
"21","Inner Regional Australia","3515","3515",1,100
"21","Inner Regional Australia","3516","3516",1,100
"21","Inner Regional Australia","3517","3517",0.574,57.4
"21","Inner Regional Australia","3521","3521",1,100
"21","Inner Regional Australia","3522","3522",1,100
"21","Inner Regional Australia","3523","3523",1,100
"21","Inner Regional Australia","3550","3550",1,100
"21","Inner Regional Australia","3551","3551",1,100
"21","Inner Regional Australia","3555","3555",1,100
"21","Inner Regional Australia","3556","3556",1,100
"21","Inner Regional Australia","3557","3557",1,100
"21","Inner Regional Australia","3558","3558",1,100
"21","Inner Regional Australia","3559","3559",1,100
"21","Inner Regional Australia","3561","3561",1,100
"21","Inner Regional Australia","3563","3563",1,100
"21","Inner Regional Australia","3564","3564",1,100
"21","Inner Regional Australia","3570","3570",1,100
"21","Inner Regional Australia","3571","3571",1,100
"21","Inner Regional Australia","3573","3573",0.3072,30.72
"21","Inner Regional Australia","3608","3608",1,100
"21","Inner Regional Australia","3610","3610",1,100
"21","Inner Regional Australia","3612","3612",1,100
"21","Inner Regional Australia","3614","3614",1,100
"21","Inner Regional Australia","3616","3616",1,100
"21","Inner Regional Australia","3618","3618",1,100
"21","Inner Regional Australia","3620","3620",1,100
"21","Inner Regional Australia","3621","3621",1,100
"21","Inner Regional Australia","3622","3622",1,100
"21","Inner Regional Australia","3623","3623",1,100
